Name;ISIN;Symbol;Market;Trading Currency;Open;High;Low;Last;Last Date/Time;Time Zone;Volume;Turnover
FINAXO;FR0010487272;MLFXO;Euronext Access Paris;EUR;4.7;4.7;4.7;4.7;25/07/2018 16:30;CET;1000;4700
FIPP;FR0000038184;FIPP;Euronext Paris;EUR;0.153;0.16;0.153;0.155;13/08/2021 16:49;CET;112630;17449.829
FIRSTCAUTION;CH0120879058;MLFIR;Euronext Access Paris;EUR;19.5;19.5;19.5;19.5;18/05/2021 11:30;CET;51;994.5
FJORD1;NO0010792625;FJORD;Oslo Børs;NOK;51.8;51.8;51.8;51.8;28/07/2021 16:25;CET;10558;546904.4
FJORDKRAFT HOLDING;NO0010815673;FKRFT;Oslo Børs;NOK;49.96;49.96;48.96;49.3;13/08/2021 16:25;CET;122538;6035713.4
FLEURY MICHON;FR0000074759;ALFLE;Euronext Growth Paris;EUR;22.9;23;22.6;22.8;13/08/2021 17:35;CET;421;9613.3
FLEX LNG;BMG359472021;FLNG;Oslo Børs;NOK;124;128.8;122.8;128;13/08/2021 16:25;CET;144119;18254477.8
FLEXDEAL;PTFXD0AM0018;FLEXD;Euronext Lisbon;EUR;5;5;5;5;09/08/2021 18:17;BST;5000;25000
FLORIDIENNE;BE0003215143;FLOB;Euronext Brussels;EUR;705;705;705;705;13/08/2021 16:30;CET;33;23265
FLOW TRADERS;NL0011279492;FLOW;Euronext Amsterdam;EUR;34.64;35.14;34.6;34.94;13/08/2021 17:35;CET;122915;4294565.24
FLOWSPARKS;BE0003847648;UNI;Euronext Access Brussels;EUR;19;19;19;19;11/08/2021 16:30;CET;50;950
FLUTTER ENTERTAIN;IE00BWT6H894;FLTR;Euronext Dublin;EUR;164.55;168.45;163.35;166.85;13/08/2021 21:00;IST;156971;26246703.86
FLUXYS BELGIUM D;BE0974265945;FLUX;Euronext Brussels;EUR;31.3;32.1;31.3;32;13/08/2021 17:35;CET;751;23840.6
FLYR;NO0010931900;FLYR;Euronext Growth Oslo;NOK;5;5.016;4.941;4.95;13/08/2021 16:42;CET;432798;2147082.521
FNAC DARTY;FR0011476928;FNAC;Euronext Paris;EUR;57.85;58.7;57.8;58.7;13/08/2021 17:35;CET;31531;1842300.35
FNG NV;BE0974332646;FNG;Euronext Brussels, Amsterdam;EUR;3.88;3.88;3.3;3.5;08/05/2020 17:35;CET;44989;156801.28
FOCUS HOME INT;FR0012419307;ALFOC;Euronext Growth Paris;EUR;48.7;49.85;47.95;48.7;13/08/2021 17:35;CET;7025;342400.55
FONC. PARIS NORD;FR0011277391;FPN;Euronext Paris;EUR;0.034;0.034;0.0324;0.0328;13/08/2021 17:23;CET;2081388;68789.0796
FONCIERE 7 INVEST;FR0000065930;LEBL;Euronext Paris;EUR;0.95;0.95;0.95;0.95;13/08/2021 16:30;CET;11;10.45
FONCIERE ATLAND;FR0013455482;FATL;Euronext Paris;EUR;39;39.2;39;39.2;13/08/2021 16:07;CET;20;783.8
FONCIERE EURIS;FR0000038499;EURS;Euronext Paris;EUR;10.7;10.7;10.7;10.7;11/08/2021 16:30;CET;65;695.5
FONCIERE INEA;FR0010341032;INEA;Euronext Paris;EUR;42;42.1;41.6;42.1;13/08/2021 17:12;CET;107;4486.3
FONCIERE LYONNAISE;FR0000033409;FLY;Euronext Paris;EUR;92.4;93.6;92.4;93.4;13/08/2021 17:35;CET;2702;251038.8
FONCIERE VINDI;FR0011605617;MLVIN;Euronext Access Paris;EUR;2.58;2.58;2.58;2.58;05/08/2021 11:30;CET;30;77.4
FONCIERE VOLTA;FR0000053944;SPEL;Euronext Paris;EUR;6.8;6.8;6.8;6.8;04/08/2021 11:30;CET;737;5011.6
FOOT LOCKER;US3448491049;FOOTL;Traded not listed Brussels;USD;61.64;61.64;61.64;61.64;06/07/2021 15:34;CET;20;1232.8
FORESTIERE EQUAT.;CI0000053161;FORE;Euronext Paris;EUR;680;680;680;680;06/08/2021 13:25;CET;7;4760
FORFARMERS;NL0011832811;FFARM;Euronext Amsterdam;EUR;4.7;4.74;4.58;4.685;13/08/2021 17:35;CET;712056;3336919.77
FOUNTAIN;BE0003752665;FOU;Euronext Brussels;EUR;0.99;0.99;0.99;0.99;09/08/2021 11:30;CET;1000;990
FOUNTAINE PAJOT;FR0010485268;ALFPC;Euronext Growth Paris;EUR;121.4;121.4;119.4;119.4;13/08/2021 17:29;CET;478;57515
FOYER;NSCEX0000018;-;Euronext Expert Market;EUR;64.01;64.01;64.01;64.01;08/03/2016 11:30;CET;125;8001.25
FRANCAISE ENERGIE;FR0013030152;LFDE;Euronext Paris;EUR;22.2;22.3;22.2;22.3;13/08/2021 17:35;CET;41;912.1
FRANCE SOIR GROUPE;FR0013222346;MLFSG;Euronext Access Paris;EUR;0.0095;0.0095;0.0095;0.0095;12/08/2021 11:30;CET;3000;28.5
FRANCE TOURISME;FR0010823724;MLFTI;Euronext Access Paris;EUR;0.06;0.06;0.06;0.06;13/08/2021 11:30;CET;23391;1403.46
FREELANCE.COM;FR0004187367;ALFRE;Euronext Growth Paris;EUR;6.88;6.88;6.55;6.86;13/08/2021 17:35;CET;11867;79901.27
FREY;FR0010588079;FREY;Euronext Paris;EUR;29.2;29.6;29.2;29.6;13/08/2021 16:43;CET;160;4723.6
FROID INVEST;BE6326486493;-;Euronext Expert Market;EUR;0.01;0.01;0.01;0.01;23/02/2021 11:30;CET;2900;29
FRONTLINE;BMG3682E1921;FRO;Oslo Børs;NOK;66.1;66.46;64.86;64.96;13/08/2021 16:25;CET;258038;16896497.1
FRØY;NO0010936792;FROY;Oslo Børs;NOK;56.21;56.9;56.2;56.2;13/08/2021 16:28;CET;17074;961763.53
FUGRO;NL00150003E1;FUR;Euronext Amsterdam;EUR;7.95;7.964;7.857;7.902;13/08/2021 17:35;CET;342552;2711863.983
FUT.CLUBE PORTO;PTFCP0AM0008;FCP;Euronext Lisbon;EUR;0.79;0.79;0.79;0.79;13/08/2021 20:30;BST;250;197.5
G.A.I.;FR0000053415;MLGAI;Euronext Access Paris;EUR;80;80;80;80;08/06/2021 16:30;CET;4500;360000
GALAPAGOS;BE0003818359;GLPG;Euronext Amsterdam, Brussels;EUR;49.91;49.95;49.32;49.855;13/08/2021 17:35;CET;345238;17145408.39
GALEO;FR0011100759;MLGAL;Euronext Access Paris;EUR;1.6;1.6;1.6;1.6;19/07/2021 16:30;CET;1;1.6
GALIMMO;FR0000030611;GALIM;Euronext Paris;EUR;15.6;15.6;15.6;15.6;13/08/2021 11:30;CET;1;15.6
GALP ENERGIA-NOM;PTGAL0AM0009;GALP;Euronext Lisbon;EUR;8.64;8.68;8.594;8.618;13/08/2021 21:35;BST;1764071;15215813.36
GAMING INNOVATION;US36467X2062;GIG;Oslo Børs;NOK;17.56;18.28;17.42;18.18;13/08/2021 16:25;CET;63245;1130757.08
GASCOGNE;FR0000124414;ALBI;Euronext Growth Paris;EUR;4.8;4.9;4.76;4.9;13/08/2021 17:22;CET;3445;16717.06
GAUMONT;FR0000034894;GAM;Euronext Paris;EUR;104.5;104.5;104.5;104.5;13/08/2021 12:05;CET;11;1149.5
GAUSSIN;FR0013495298;ALGAU;Euronext Growth Paris;EUR;6.85;6.938;6.804;6.812;13/08/2021 17:35;CET;41569;285289.414
GBL;BE0003797140;GBLB;Euronext Brussels;EUR;99.62;100.3;99.62;99.98;13/08/2021 17:35;CET;89657;8966432.39
GC RIEBER SHIPPING;NO0010262686;RISH;Oslo Børs;NOK;7.25;7.5;7.25;7.5;13/08/2021 16:15;CET;2105;15412.5
GEA GRENOBL.ELECT.;FR0000053035;GEA;Euronext Paris;EUR;106;106;101;101;13/08/2021 09:55;CET;206;21072
GECI INTL;FR0000079634;ALGEC;Euronext Growth Paris;EUR;0.0138;0.0141;0.0132;0.0133;13/08/2021 17:35;CET;7998233;108094.7801
GECINA;FR0010040865;GFC;Euronext Paris;EUR;134.05;136.25;133.7;135.35;13/08/2021 17:35;CET;58585;7924523.15
GEN BELGE ARGENTIN;BE6303070104;-;Euronext Expert Market;EUR;27.82;27.82;27.82;27.82;10/07/2018 11:30;CET;650;18083
GENERAL ELECTRIC;US3696043013;GNE;Euronext Paris;EUR;92;92;89.21;89.54;13/08/2021 17:35;CET;2139;192893.27
GENERIX GROUP;FR0010501692;GENX;Euronext Paris;EUR;9.52;9.52;9.48;9.5;13/08/2021 17:35;CET;685;6506.8
GENEURO;CH0308403085;GNRO;Euronext Paris;EUR;3.97;4.03;3.96;3.96;13/08/2021 17:35;CET;776;3089.82
GENFIT;FR0004163111;GNFT;Euronext Paris;EUR;3.306;3.32;3.28;3.296;13/08/2021 17:35;CET;28528;94174.016
GENK LOGIST. CERT;BE0003740546;GENK;Euronext Brussels;EUR;179;179;179;179;13/08/2021 16:35;CET;326;58354
GENKYOTEX;FR0013399474;GKTX;Euronext Paris, Brussels;EUR;3.205;3.335;3.185;3.23;13/08/2021 17:36;CET;4349;14182.2
GENOMIC VISION;FR0011799907;GV;Euronext Paris;EUR;0.4437;0.4486;0.4363;0.442;13/08/2021 17:35;CET;160806;71322.4288
GENOWAY;FR0004053510;ALGEN;Euronext Growth Paris;EUR;3.96;3.96;3.895;3.955;13/08/2021 17:35;CET;7745;30411.505
GENSIGHT BIOLOGICS;FR0013183985;SIGHT;Euronext Paris;EUR;7.44;7.645;7.385;7.54;13/08/2021 17:35;CET;96822;731098.25
GENTIAN DIAGNOSTIC;NO0010748866;GENT;Oslo Børs;NOK;63;63;61.4;63;13/08/2021 16:41;CET;15078;949836.4
GENTLEMENS EQUITY;PTGVE1AE0009;MLGEQ;Euronext Access Paris;EUR;0.08;0.08;0.08;0.08;22/03/2021 16:30;CET;3;0.24
GEOJUNXION;NL0000430106;GOJXN;Euronext Amsterdam;EUR;1.28;1.335;1.245;1.335;13/08/2021 12:55;CET;22972;28734.03
GEP BSA 2020;FR0013483047;GEPBS;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
GETLINK SE;FR0010533075;GET;Euronext Paris;EUR;13.91;14.015;13.85;14.015;13/08/2021 17:35;CET;552709;7719654.085
GEVELOT;FR0000033888;ALGEV;Euronext Growth Paris;EUR;172;172;172;172;13/08/2021 16:30;CET;27;4644
GIGANTE SALMON;NO0011013765;GIGA;Euronext Growth Oslo;NOK;5.1;5.25;5;5.25;13/08/2021 14:27;CET;13050;65687.5
GIMV;BE0003699130;GIMB;Euronext Brussels;EUR;55.2;55.4;55;55.3;13/08/2021 17:35;CET;6882;380098.7
GJENSIDIGE FORSIKR;NO0010582521;GJF;Oslo Børs;NOK;211;211.4;209.8;211.4;13/08/2021 16:25;CET;228963;48338579.9
GL EVENTS;FR0000066672;GLO;Euronext Paris;EUR;15;15.46;15;15.28;13/08/2021 17:35;CET;28687;437525.12
GLANBIA PLC;IE0000669501;GL9;Euronext Dublin;EUR;14.5;14.5;14.18;14.37;13/08/2021 21:00;IST;247790;3542541.11
GLENVEAGH PROP.PLC;IE00BD6JX574;GVR;Euronext Dublin;EUR;1.014;1.014;0.999;1.014;13/08/2021 21:00;IST;218929;221298.689
GLINTT;PTPAD0AM0007;GLINT;Euronext Lisbon;EUR;0.21;0.21;0.21;0.21;13/08/2021 16:55;BST;8298;1742.58
GLOBAL BIOENERGIES;FR0011052257;ALGBE;Euronext Growth Paris;EUR;5.98;6.07;5.97;6.06;13/08/2021 17:37;CET;8684;52229.91
GLOBAL ECOPOWER;FR0011289198;ALGEP;Euronext Growth Paris;EUR;2.27;2.35;2.09;2.23;16/07/2020 12:03;CET;471138;1052140.3
GLOBAL GRAPHICS;GB00BYN5BY03;GLOG;Euronext Brussels;EUR;4.74;4.74;4.7;4.7;13/08/2021 12:44;CET;1950;9210.5
GLOBAL PIELAGO;ES0105537007;MLNDG;Euronext Access Paris;EUR;4.92;4.92;4.92;4.92;16/04/2021 00:00;CET;-;-
GNP ENERGY;NO0010886013;GNP;Euronext Growth Oslo;NOK;30;30.99;29.72;29.72;13/08/2021 13:37;CET;4421;134423.61
GOLD BY GOLD;FR0011208693;ALGLD;Euronext Growth Paris;EUR;1.04;1.04;1.04;1.04;13/08/2021 11:42;CET;615;639.6
GOLDEN ENERGY OFF;NO0010813843;GEOS;Euronext Growth Oslo;NOK;0.75;0.75;0.745;0.75;13/08/2021 14:32;CET;22803;17075.175
GOLDEN OCEAN GROUP;BMG396372051;GOGL;Oslo Børs;NOK;90.4;91.15;89.9;90.4;13/08/2021 16:25;CET;465042;42056026.4
GOODTECH;NO0004913609;GOD;Oslo Børs;NOK;10.16;10.16;9.92;9.95;13/08/2021 15:16;CET;36210;362558.89
GOSSON KESSALES;BE0011395465;-;Euronext Expert Market;EUR;55.11;55.11;55.11;55.11;09/06/2015 11:30;CET;1;55.11
GOUR MEDICAL;FR0013371507;MLGML;Euronext Access Paris;EUR;0.085;0.085;0.085;0.085;12/08/2021 16:30;CET;1200;102.01
GPE GROUP PIZZORNO;FR0010214064;GPE;Euronext Paris;EUR;24;24.4;23.6;24.2;13/08/2021 17:28;CET;584;13862.6
GPE PAROT (AUTO);FR0013204070;ALPAR;Euronext Growth Paris;EUR;2.65;2.74;2.64;2.72;13/08/2021 14:56;CET;2320;6164.85
GRAINES VOLTZ;FR0000065971;GRVO;Euronext Paris;EUR;113.5;113.5;112.5;113;13/08/2021 17:19;CET;427;48301.5
GRANDVISION;NL0010937066;GVNV;Euronext Amsterdam;EUR;28.35;28.35;28.3;28.35;13/08/2021 17:35;CET;23458;664745.65
GREAT WESTERN MIN.;IE00B1FR8863;8GW;Euronext Growth Dublin;EUR;0.002;0.002;0.002;0.002;10/08/2021 14:24;IST;850000;1699.93
GRECEMAR;FR0013406881;MLCMG;Euronext Access Paris;EUR;6.15;6.15;6.15;6.15;13/08/2021 17:23;CET;6484;39876.6
GREEN MINERALS;NO0010907744;GEM;Euronext Growth Oslo;NOK;16.998;16.998;16.102;16.252;13/08/2021 16:05;CET;7470;125650.338
GREENCOAT REN.;IE00BF2NR112;GRP;Euronext Growth Dublin;EUR;1.205;1.21;1.2;1.2;13/08/2021 21:02;IST;214874;259771.8614
GREENVOLT;PTGNV0AM0001;GVOLT;Euronext Lisbon;EUR;4.74;4.755;4.72;4.72;13/08/2021 21:35;BST;54440;257784.915
GREENYARD;BE0003765790;GREEN;Euronext Brussels;EUR;9.15;9.23;9.1;9.11;13/08/2021 17:35;CET;12228;111826.59
GRIEG SEAFOOD;NO0010365521;GSF;Oslo Børs;NOK;87.5;88.9;86.8;88.9;13/08/2021 16:25;CET;356347;31405120.4
GRONG SPAREBANK;NO0010636491;GRONG;Euronext Growth Oslo;NOK;139;139;139;139;13/08/2021 15:14;CET;60;8340
GROTTES DE HAN/s/L;BE0057677594;-;Euronext Expert Market;EUR;122;122;122;122;21/11/2017 11:30;CET;63;7686
GROUPE CARNIVOR;FR0000076960;MLGRC;Euronext Access Paris;EUR;17.5;17.5;17.5;17.5;09/08/2021 11:30;CET;72;1260
GROUPE CASOL;FR0014003RM7;MLCAS;Euronext Access Paris;EUR;3.05;3.05;3.05;3.05;13/08/2021 16:30;CET;82;250.1
GROUPE CRIT;FR0000036675;CEN;Euronext Paris;EUR;68.6;68.8;68.2;68.2;13/08/2021 17:35;CET;763;52099.3
GROUPE FLO;FR0004076891;FLO;Euronext Paris;EUR;0.1795;0.1795;0.1705;0.1705;13/08/2021 17:35;CET;4651;830.8455
GROUPE GORGE;FR0000062671;GOE;Euronext Paris;EUR;15.76;15.96;15.76;15.86;13/08/2021 17:35;CET;4739;75162.64
GROUPE GUILLIN;FR0012819381;ALGIL;Euronext Growth Paris;EUR;23.95;24.1;23.75;23.95;13/08/2021 17:35;CET;3499;83785.55
GROUPE IRD;FR0000124232;IRD;Euronext Paris;EUR;23.395;23.395;23.395;23.395;13/08/2021 09:00;CET;1;23.395
GROUPE JAJ;FR0004010338;GJAJ;Euronext Paris;EUR;1.7;1.7;1.7;1.7;11/08/2021 16:31;CET;587;997.9
GROUPE JOSI;BE0011606630;-;Euronext Expert Market;EUR;1432;1432;1432;1432;21/04/2015 12:00;CET;91;130312
GROUPE LDLC;FR0000075442;ALLDL;Euronext Growth Paris;EUR;65;65.2;64.4;64.7;13/08/2021 17:35;CET;8928;577222.2
GROUPE OPEN;FR0004050300;OPN;Euronext Paris;EUR;20.2;20.4;20.2;20.4;13/08/2021 09:19;CET;122;2484.4
GROUPE PARTOUCHE;FR0012612646;PARP;Euronext Paris;EUR;21.8;22.4;21.7;21.7;13/08/2021 14:25;CET;78;1696.5
GROUPE PLUS-VALUES;FR0010529719;MLPVG;Euronext Access Paris;EUR;0.01;0.01;0.01;0.01;18/03/2013 15:00;CET;20000;200
GROUPE SFPI;FR0004155000;SFPI;Euronext Paris;EUR;3.22;3.34;3.21;3.22;13/08/2021 17:35;CET;105019;344514.48
GROUPE TERA;FR0013429404;ALGTR;Euronext Growth Paris;EUR;3.5;3.6;3.5;3.6;13/08/2021 09:20;CET;145;517.4
GROUPIMO;FR0014000RP6;ALIMO;Euronext Growth Paris;EUR;1.95;1.95;1.95;1.95;13/08/2021 16:30;CET;135;263.25
GROWNERS;BE0003861789;-;Euronext Expert Market;EUR;8;8;8;8;27/07/2021 11:30;CET;4269;34152
GT BIOPHARMA INC;US36254L1008;GTBP;Euronext Paris;EUR;0.55;0.55;0.55;0.55;24/12/2020 11:30;CET;211;116.05
GTT;FR0011726835;GTT;Euronext Paris;EUR;68.9;69.5;67.6;69;13/08/2021 17:35;CET;29285;2020761.65
GUANDAO PUER INVES;LU1840650458;MLGDI;Euronext Access Paris;EUR;0.94;0.94;0.94;0.94;28/06/2021 14:05;CET;510;479.4
GUERBET;FR0000032526;GBT;Euronext Paris;EUR;31.6;31.6;30.45;30.6;13/08/2021 17:35;CET;5287;162348.9
GUILLEMOT;FR0000066722;GUI;Euronext Paris;EUR;11.8;11.8;11.68;11.76;13/08/2021 17:35;CET;12403;145427.66
GYLDENDAL;NO0004288200;GYL;Oslo Børs;NOK;600;600;595;600;13/08/2021 14:37;CET;36;21580
H2O INNOVATION INC;CA4433003064;ALHEO;Euronext Growth Paris;EUR;1.46;1.46;1.46;1.46;13/08/2021 14:19;CET;1650;2409
HAFNIA LIMITED;BMG4233B1090;HAFNI;Oslo Børs;NOK;15.3;15.52;15.16;15.16;13/08/2021 16:25;CET;121601;1868879.54
HAL TRUST;BMG455841020;HAL;Euronext Amsterdam;EUR;148;148.4;147.2;148.2;13/08/2021 17:35;CET;4777;706861
HAMILTON GLOBAL OP;GB00BMDXQ672;ALHGO;Euronext Growth Paris;EUR;49.005;49.005;49.005;49.005;13/08/2021 09:00;CET;1;49.005
HAMMERSON PLC;GB00BK7YQK64;HMSO;Euronext Dublin;GBP;0.35;0.35;0.35;0.35;19/07/2021 18:23;IST;14286;5000.1
HAMON;BE0974352842;HAMO;Euronext Brussels;EUR;0.936;0.936;0.9;0.91;13/08/2021 16:16;CET;2397;2212.916
HARMONYCHAIN;NO0010921299;HMONY;Euronext Growth Oslo;NOK;0.527;0.5314;0.5;0.5279;13/08/2021 16:25;CET;658519;342785.8022
HAULOTTE GROUP;FR0000066755;PIG;Euronext Paris;EUR;6.29;6.62;6.25;6.35;13/08/2021 17:35;CET;27626;177561.8
HAV GROUP;NO0010931918;HAV;Euronext Growth Oslo;NOK;14.798;14.8;14.432;14.598;13/08/2021 16:25;CET;40367;593858.704
HAVILA KYSTRUTEN;NO0011045429;HKY;Euronext Growth Oslo;NOK;25.5;25.5;24;25;13/08/2021 15:39;CET;19427;481526
HAVILA SHIPPING;NO0010257728;HAVI;Oslo Børs;NOK;2.9;2.99;2.86;2.91;13/08/2021 16:05;CET;85465;248801.32
HAVYARD GROUP;NO0010708605;HYARD;Oslo Børs;NOK;12.82;13.3;12.12;12.6;13/08/2021 16:25;CET;176312;2254166.14
HDF;FR0014003VY4;HDF;Euronext Paris;EUR;31.4;31.5;31.2;31.4;13/08/2021 17:35;CET;7074;222542.65
HEALTH;FR0013251584;MLAHC;Euronext Access Paris;EUR;1.3;1.3;1.3;1.3;04/08/2021 16:30;CET;75;97.5
HEALTHCARE ACTIVOS;ES0105498002;MLHAY;Euronext Access Paris;EUR;1.43;1.43;1.43;1.43;30/09/2020 00:00;CET;-;-
HEDOSOPHIA ORD SHA;KYG4406A1022;HEGA;Euronext Amsterdam;EUR;9.5;9.7;9.5;9.7;13/08/2021 16:14;CET;15050;142985
HEDOSOPHIA UNITS;KYG4406A1287;HEGAU;Euronext Amsterdam;EUR;9.95;9.95;9.95;9.95;02/08/2021 16:41;CET;1;9.95
HEDOSOPHIA WARRANT;KYG4406A1105;HEGAW;Euronext Amsterdam;EUR;1;1;1;1;15/07/2021 14:42;CET;16666;16666
HEIJMANS;NL0009269109;HEIJM;Euronext Amsterdam;EUR;12.86;13.2;12.78;13.14;13/08/2021 17:35;CET;86138;1119656.5
HEINEKEN;NL0000009165;HEIA;Euronext Amsterdam;EUR;93;94.16;92.92;94.12;13/08/2021 17:36;CET;295848;27751054.46
HEINEKEN HOLDING;NL0000008977;HEIO;Euronext Amsterdam;EUR;79.35;80.3;79.25;80.3;13/08/2021 17:35;CET;86980;6963605.1
HERIGE;FR0000066540;ALHRG;Euronext Growth Paris;EUR;43.5;43.5;43.3;43.5;13/08/2021 17:35;CET;769;33429.9
HERMES INTL;FR0000052292;RMS;Euronext Paris;EUR;1337;1354.5;1337;1347.5;13/08/2021 17:35;CET;22302;30056365.5
HEXAGON COMPOSITES;NO0003067902;HEX;Oslo Børs;NOK;33;36.14;32.68;33.86;13/08/2021 16:25;CET;1252826;43686872.92
HEXAGON PURUS;NO0010904923;HPUR;Euronext Growth Oslo;NOK;31.62;33.645;31.35;31.995;13/08/2021 16:25;CET;173066;5638831.5
HEXAOM;FR0004159473;HEXA;Euronext Paris;EUR;49.1;49.8;49.1;49.8;13/08/2021 17:35;CET;3104;153389.2
HF;FR0000038531;HF;Euronext Paris;EUR;6.1;6.1;5.86;5.98;13/08/2021 14:52;CET;6132;36724.74
HIBERNIA REIT PLC;IE00BGHQ1986;HBRN;Euronext Dublin;EUR;1.338;1.348;1.316;1.344;13/08/2021 21:00;IST;383808;512762.046
HIGH CO;FR0000054231;HCO;Euronext Paris;EUR;5.6;5.6;5.54;5.56;13/08/2021 16:11;CET;2828;15766.42
HIOLLE INDUSTRIES;FR0000077562;ALHIO;Euronext Growth Paris;EUR;3.74;3.81;3.7;3.7;13/08/2021 17:29;CET;851;3213.65
HIPAY GROUP;FR0012821916;ALHYP;Euronext Growth Paris;EUR;13.3;13.5;12.9;13;13/08/2021 16:35;CET;2368;31160.48
HITECHPROS;FR0010396309;ALHIT;Euronext Growth Paris;EUR;16.1;16.7;16.1;16.7;13/08/2021 16:30;CET;200;3280
HK;DE000A11Q133;MLHK;Euronext Access Paris;EUR;87;87;87;87;12/08/2021 16:42;CET;1;87
HOCHE BAINS L.BAIN;FR0000051302;MLHBB;Euronext Access Paris;EUR;27;27;27;27;07/06/2021 17:20;CET;100;2700
HOFFMANN;FR0013451044;ALHGR;Euronext Growth Paris;EUR;25.1;25.1;24.9;25.1;13/08/2021 17:35;CET;449;11233.3
HOFSETH BIOCARE;NO0010598683;HBC;Oslo Børs;NOK;7.94;7.94;7.84;7.86;13/08/2021 16:25;CET;13271;104269.06
Holcim Ltd;CH0012214059;HOLN;Euronext Paris;EUR;49.65;50.16;49.65;49.65;13/08/2021 17:35;CET;15325;765008.805
HOLLAND COLOURS;NL0000440311;HOLCO;Euronext Amsterdam;EUR;169;169.5;169;169.5;13/08/2021 14:14;CET;149;25206
HOME CONCEPT;FR0012336691;MLHCF;Euronext Access Paris;EUR;15.5;15.5;15.5;15.5;24/12/2020 11:30;CET;10;155
HOME INVEST BE.;BE0003760742;HOMI;Euronext Brussels;EUR;120.5;121;120;121;13/08/2021 17:35;CET;571;68878
HOPENING;FR0010312181;MLHPE;Euronext Access Paris;EUR;3.5;3.5;3.5;3.5;16/06/2021 11:30;CET;10;35
HOPIUM;FR0014000U63;MLHPI;Euronext Access Paris;EUR;28;28.995;28;28.995;13/08/2021 16:30;CET;1782;50601.455
HOPSCOTCH GROUPE;FR0000065278;HOP;Euronext Paris;EUR;7.38;7.38;7.38;7.38;13/08/2021 16:46;CET;89;656.82
HORISONT ENERGI;NO0010917339;HRGI;Euronext Growth Oslo;NOK;37;37;35.62;36.5;13/08/2021 16:25;CET;3997;144550.615
HOSTELWORLD GROUP;GB00BYYN4225;HSW;Euronext Dublin;EUR;1.13;1.13;1.09;1.09;12/08/2021 19:47;IST;11730;12903.6
HOT.MAJESTIC CANNE;FR0006226791;MLHMC;Euronext Access Paris;EUR;3920;3920;3920;3920;06/08/2021 16:30;CET;1;3920
HOTELIM;FR0000053738;MLHOT;Euronext Access Paris;EUR;33;33;33;33;21/06/2021 11:30;CET;5;165
HOTELS DE PARIS;FR0004165801;HDP;Euronext Paris;EUR;2.28;2.28;2.28;2.28;13/08/2021 16:30;CET;50;114
HOTL.IMMOB.NICE;FR0006563904;MLHIN;Euronext Access Paris;EUR;195;195;195;195;04/08/2021 11:30;CET;2;390
HOUSE OF CONTROL;NO0010781818;HOC;Euronext Growth Oslo;NOK;24;24;23;23;13/08/2021 16:25;CET;35490;816300
HUDDLESTOCK FINTEC;NO0010859648;HUDL;Euronext Growth Oslo;NOK;4.32;4.4;4.3;4.4;13/08/2021 16:25;CET;70192;304075.84
HUDDLY;NO0010776990;HDLY;Euronext Growth Oslo;NOK;9.6;9.86;9.301;9.45;13/08/2021 16:25;CET;58218;558809.486
HUNTER DOUGLAS;ANN4327C1220;HDG;Euronext Amsterdam;EUR;94.2;94.4;93.8;94.1;13/08/2021 17:35;CET;4645;437137.9
HUNTER DOUGLAS;ANN4327C1303;HUNDP;Euronext Amsterdam;EUR;0.44;0.44;0.44;0.44;13/08/2021 13:35;CET;2675;1177
HUNTER GROUP;NO0010283211;HUNT;Euronext Expand Oslo;NOK;2.832;2.858;2.79;2.8;13/08/2021 16:25;CET;769457;2166045.138
HYBRIGENICS;FR0004153930;ALHYG;Euronext Growth Paris;EUR;0.1964;0.1964;0.19;0.1916;13/08/2021 17:35;CET;412326;78883.4934
HYDRATEC;NL0009391242;HYDRA;Euronext Amsterdam;EUR;75;75;75;75;13/08/2021 16:30;CET;1181;88575
HYDRAULIQUE PB;FR0000064735;MLHYD;Euronext Access Paris;EUR;540;540;540;540;26/05/2021 11:30;CET;6;3240
HYDRO-EXPLOIT.;FR0005843125;MLHYE;Euronext Access Paris;EUR;78.5;78.5;78.5;78.5;05/08/2021 16:30;CET;162;12717
HYDROGEN REFUELING;FR0014001PM5;ALHRS;Euronext Growth Paris;EUR;30.3;30.35;29.8;29.85;13/08/2021 17:35;CET;8768;263284.15
HYDROGENPRO;NO0010892359;HYPRO;Euronext Growth Oslo;NOK;22.5;22.5;21.6;22.05;13/08/2021 16:25;CET;57942;1277449.7
HYLORIS;BE0974363955;HYL;Euronext Brussels;EUR;14.1;14.2;13.95;14.15;13/08/2021 17:35;CET;5756;80939.15
HYNION;NO0010920945;HYN;Euronext Growth Oslo;NOK;4.03;4.1;3.951;4;13/08/2021 16:27;CET;301255;1213365.242
HØLAND OG SETSKOG;NO0010012636;HSPG;Oslo Børs;NOK;130;130;129;130;13/08/2021 14:57;CET;1366;176515
I.CERAM;FR0011511971;ALICR;Euronext Growth Paris;EUR;1.435;1.45;1.435;1.45;13/08/2021 09:24;CET;303;436.335
I2PO SHARES;FR0014004J15;I2PO;Euronext Paris;EUR;9.99;9.99;9.85;9.85;13/08/2021 15:15;CET;55;545.95
I2PO WARRANTS;FR0014004JF6;I2POW;Euronext Paris;EUR;0.3;0.3;0.3;0.3;04/08/2021 12:53;CET;22790;6837
