,High,ISIN,Last,Last Date/Time,Low,Market,Name,Open,Symbol,Ticker,Time Zone,Trading Currency,Turnover,Volume,City,sector,industry,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
1183,5.5,FR0004038263,5.45,13/08/2021 17:29,5.38,Euronext,PARROT,5.5,PARRO,PARRO.PA,CET,EUR,13552.82,2495,Paris,Technology,Communication Equipment,-0.61772,-0.67017996,-0.153,-0.62895,-0.1346,none,,10.098,2.934,2.933,PAR,1.037037,-2.515,1.554,3.307,,-20.0,2020-12-31,https://logo.clearbit.com/parrot.com
1184,0.001,FR0013054269,0.001,06/08/2021 11:59,0.001,Euronext,PARROT BSA 1,0.001,PABSA,PABSA.PA,CET,EUR,0.16,157,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
1185,0.0405,FR0013054335,0.0405,06/07/2021 16:18,0.0405,Euronext,PARROT BSA 2,0.0405,PABSB,PABSB.PA,CET,EUR,4.17,103,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
1186,17.6,FR0006823092,17.6,03/06/2021 11:30,17.6,Euronext Access,PART.INDLES MINI.,17.6,MLHOP,MLHOP.PA,CET,EUR,52.8,3,Paris,Conglomerates,Conglomerates,-0.32257,0.07436,,-0.33511,-0.0083099995,none,,,,7.183,PAR,0.123911,-938.458,302.722,0.27,,,No info,https://logo.clearbit.com/participationsindustriellesetminieres.com
1187,1.48,NL0012650535,1.48,13/08/2021 11:30,1.48,Euronext Access,PARX MATERIALS NV,1.48,MLPRX,MLPRX.PA,CET,EUR,133.2,90,Paris,Basic Materials,Specialty Chemicals,0.1981,0.17989,,0.17848,0.01026,none,,,,0.81,PAR,1.138148,111.152,22.019,1.039,,,No info,https://logo.clearbit.com/parxmaterials.com
1188,6.9,FR0000038465,6.9,13/08/2021 17:35,6.7,Euronext,PASSAT,6.7,PSAT,PSAT.PA,CET,EUR,3578.6,534,Paris,Consumer Cyclical,Specialty Retail,0.1107,0.061090004,0.11,0.089899994,0.05016,none,,3.167,5.163,3.807,PAR,1.283389,2.026,0.224,8.202,1.428,,2020-12-31,https://logo.clearbit.com/passat.fr
1189,3.89,NO0010895667,3.755,13/08/2021 16:25,3.715,Euronext Growth,PATIENTSKY GROUP,3.89,PSKY,PSKY.OL,CET,NOK,1840452.695,487589,Oslo,Healthcare,Health Information Services,0.08898,-0.16784,,-0.29453,-0.0273,none,,,,3.138,OSL,,127.107,11.311,4.234,,,No info,https://logo.clearbit.com/patientsky.com
1190,18,FR0011027135,18,13/08/2021 14:38,17.7,Euronext,PATRIMOINE ET COMM,17.8,PAT,PAT.PA,CET,EUR,16019,898,Paris,Real Estate,REIT—Diversified,0.81825995,0.39281,0.075,0.81817,0.025999999,none,,113.599,4.509,0.861,PAR,0.607282,18.012,14.738,25.941,-0.197,7.280702,2020-12-31,https://logo.clearbit.com/patrimoine-commerce.com
1191,6,PTPRS0AM0017,6,20/05/2019 15:30,6,Euronext Growth,PATRIS,6,ALPTR,ALPTR.LS,BST,EUR,900,150,Lisbon,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
1192,8.14,FR0013479730,7.96,13/08/2021 16:56,7.88,Euronext Growth,PAULIC MEUNERIE,8.14,ALPAU,ALPAU.PA,CET,EUR,8730.12,1091,Paris,Consumer Defensive,Packaged Foods,-0.00124,-0.055430003,0.031,-0.06686,-0.02321,none,,98.678,0.438,0.975,PAR,,-3511.71,4.363,1.805,,,2020-12-31,https://logo.clearbit.com/paulicmeunerie.com
1193,8.3,IL0010830391,8.3,13/08/2021 16:30,8.3,Euronext,PAYTON PLANAR,8.3,PAY,PAY.BR,CET,EUR,415,50,Brussels,Technology,Electronic Components,0.27758,0.21997,0.224,0.25814,0.11176,none,,,2.709,3.892,BRU,0.682352,7.228,2.006,3.153,0.086,,2021-03-31,https://logo.clearbit.com/paytongroup.com
1194,13.1,FR0000053514,13,13/08/2021 15:50,12.8,Euronext,PCAS,13.1,PCA,PCA.PA,CET,EUR,44876.5,3475,Paris,Basic Materials,Chemicals,0.02674,-0.077,-0.098,-0.05583,-0.02465,none,,101.733,0.06,0.357,PAR,0.623456,46.353,1.239,4.833,,14.505494,2020-12-31,https://logo.clearbit.com/pcas.com
1195,24.94,NO0010405640,24.84,13/08/2021 16:19,24.44,B?rs,PCI BIOTECH HOLD,24.58,PCIB,PCIB.OL,CET,NOK,439298.92,17736,Oslo,Healthcare,Biotechnology,0.0,0.0,-0.172,-12.40827,-0.2336,none,,0.299,4.402,9.769,OSL,0.763405,-9.686,117.712,4.521,,-5.34589,2021-03-31,https://logo.clearbit.com/pcibiotech.com
1196,9.98,NL00150009D0,9.98,12/08/2021 11:40,9.98,Euronext,PEGASUS ORD SHARES,9.98,PACE,PACE.AS,CET,EUR,898.2,90,Amsterdam,Financial Services,Shell Companies,0.0,0.0,,0.0,,none,,,,,AMS,,,,,,,No info,https://logo.clearbit.com/pegasuseurope.com
1197,9.9,NL00150009E8,9.9,13/08/2021 16:34,9.9,Euronext,PEGASUS UNITS,9.9,PACEU,PACEU.AS,CET,EUR,3296.7,333,Amsterdam,Financial Services,Shell Companies,0.0,0.0,,0.0,,none,,,,,AMS,,,,,,,No info,https://logo.clearbit.com/pegasuseurope.com
1198,0.85,NL00150009B4,0.85,12/07/2021 17:08,0.85,Euronext,PEGASUS WARRANTS,0.85,PACEW,PACEW.AS,CET,EUR,85,100,Amsterdam,nan,nan,,,,,,nan,,,,,AMS,,,,,,,No info,
1199,1.44,IE00BWB8X525,1.37,13/08/2021 21:00,1.37,Euronext,PERM. TSB GP. HOLD,1.44,IL0A,IL0A.IR,IST,EUR,20594.77,14533,Dublin,Financial Services,Banks—Regional,0.0,-0.73636,-0.444,-0.4,-0.007850001,none,,,6.701,,ISE,1.603648,,-7.631,4.291,,,2020-12-31,https://logo.clearbit.com/permanenttsbgroup.ie
1200,186.85,FR0000120693,185.7,13/08/2021 17:35,184.8,Euronext,PERNOD RICARD,185,RI,RI.PA,CET,EUR,43632061.25,234564,Paris,Consumer Defensive,Beverages—Wineries & Distilleries,0.28823,0.03304,-0.089,0.25858,0.03987,none,,68.247,7.495,0.914,PAR,0.531986,24.9,7.177,55.343,-0.064,,2020-12-31,https://logo.clearbit.com/pernod-ricard.com
1201,85.4,FR0000061459,84,13/08/2021 17:29,83.6,Euronext,PERRIER (GERARD),85.4,PERR,PERR.PA,CET,EUR,26885.2,317,Paris,Industrials,Electrical Equipment & Parts,0.0954,0.060110003,-0.047,0.08128,0.05766,none,,24.706,13.151,1.75,PAR,1.012324,14.539,1.387,22.184,0.01,28.432056,2020-12-31,https://logo.clearbit.com/gerard-perrier.com
1202,36.1,GG00BPFJTF46,36,13/08/2021 17:35,35.6,Euronext,PERSHING,35.6,PSH,PSH.AS,CET,USD,948176.5,26489,Amsterdam,Financial Services,Asset Management,0.0,0.76357,-0.482,0.82164,0.18031,none,,21.969,58.72,22.661,AMS,0.919042,,-0.668,45.463,-0.561,,2021-06-30,https://logo.clearbit.com/pershingsquareholdings.com
1203,8.7,CY0102630916,8.68,13/08/2021 16:09,8.32,B?rs,PETROLIA,8.4,PSE,PSE.OL,CET,NOK,586238.98,68579,Oslo,Energy,Oil & Gas Equipment & Services,0.1666,0.01401,-0.404,0.04583,0.01751,none,,43.041,0.271,1.78,OSL,1.025428,71.42,11.898,0.665,,,2020-12-31,https://logo.clearbit.com/petrolia.no
1204,0.048,IE00B0Q82B24,0.048,12/08/2021 20:55,0.045,Euronext Growth,PETRONEFT RES.,0.048,P8ET,P8ET.IR,IST,EUR,831.25,17702,Dublin,Energy,Oil & Gas E&P,-0.42628,-2.6787298,0.101,-0.43905997,-0.013459999,none,,22.165,0.0,0.419,ISE,-0.84175,-51.476,21.943,0.027,,,2020-12-31,https://logo.clearbit.com/petroneft.com
1205,1.22,AU0000057408,1.208,13/08/2021 16:25,1.18,Euronext Expand,PETRONOR E&P LTD,1.184,PNOR,PNOR.OL,CET,NOK,907500.324,759107,Oslo,Energy,Oil & Gas E&P,0.5376,0.05445,0.163,0.45928,0.24871999,none,,55.468,0.019,1.283,OSL,,33.4,17.956,0.019,9.801,,2021-03-31,https://logo.clearbit.com/petronorep.com
1206,119,FR0000064784,118.4,13/08/2021 17:35,117.4,Euronext,PEUGEOT INVEST,117.4,PEUG,PEUG.PA,CET,EUR,308610.4,2606,Paris,Financial Services,Asset Management,0.84205,0.57979,2.489,0.84012,0.01941,none,,23.066,3.551,2.548,PAR,1.740056,22.262,18.746,174.594,4.887,,2020-12-31,https://logo.clearbit.com/groupe-ffp.fr
1207,71,NO0010840507,70.85,13/08/2021 16:25,67.5,B?rs,PEXIP HOLDING,69,PEXIP,PEXIP.OL,CET,NOK,19276271.5,277812,Oslo,Technology,Software—Application,0.03898,-0.13118,0.959,0.01901,0.0046,none,,4.987,10.602,3.988,OSL,,254.645,9.926,19.91,,,2020-12-31,https://logo.clearbit.com/pexip.com
1208,4.474,NO0010199151,4.23,13/08/2021 16:25,4.21,B?rs,PGS,4.36,PGS,PGS.OL,CET,NOK,32902862.78,7556915,Oslo,Energy,Oil & Gas Equipment & Services,0.62991,-0.26065,1.059,0.34747002,0.06334,none,,353.631,0.394,1.033,OSL,4.047699,7.299,4.598,0.963,,57.142857,2021-06-30,https://logo.clearbit.com/pgs.com
1209,95.2,FR0012882389,95,13/08/2021 17:36,93.3,Euronext,PHARMAGEST INTER.,94.4,PHA,PHA.PA,CET,EUR,546086.3,5755,Paris,Healthcare,Health Information Services,0.28976,0.17883,0.149,0.27252,0.105629995,none,,48.212,4.199,1.279,PAR,0.733001,27.991,8.111,8.398,0.23,58.957054,2020-12-31,https://logo.clearbit.com/pharmagest.com
1210,5.16,BE0974302342,4.9,13/08/2021 14:16,4.84,Euronext Growth,PHARMASIMPLE,5.16,ALPHS,ALPHS.PA,CET,EUR,8541.52,1703,Paris,Consumer Cyclical,Internet Retail,0.0,-0.03319,0.095,-0.03097,,none,,,,,PAR,0.548403,,,3.056,,,2020-12-31,https://logo.clearbit.com/pharmasimple.com
1211,0.9074,NL0010391025,0.903,13/08/2021 17:35,0.8954,Euronext,PHARMING GROUP,0.9074,PHARM,PHARM.AS,CET,EUR,2030066.361,2255449,Amsterdam,Healthcare,Biotechnology,0.30437002,0.15361,0.05,0.26977,0.08866,none,,86.023,0.245,4.723,AMS,1.69248,10.625,3.234,0.246,-0.501,13.686667,2021-06-30,https://logo.clearbit.com/pharming.com
1212,0.93,FR0011191287,0.888,13/08/2021 17:35,0.885,Euronext Growth,PHARNEXT,0.93,ALPHA,ALPHA.PA,CET,EUR,173801.09,193278,Paris,Healthcare,Biotechnology,0.0,0.0,-0.009,-6.72876,,none,,,,,PAR,1.734513,,,-0.044,,-0.56363636,2020-12-31,https://logo.clearbit.com/pharnext.com
1213,0.1008,PTPTC0AM0009,0.1008,13/08/2021 21:35,0.0999,Euronext,PHAROL,0.0999,PHR,PHR.LS,BST,EUR,50493.9998,503543,Lisbon,Communication Services,Telecom Services,0.0,0.0,,0.0,-0.011829999,none,,0.115,0.025,1.176,LIS,1.981205,-20.839,,0.201,,,2020-12-31,https://logo.clearbit.com/pharol.pt
1214,7.15,FR0011651694,7.15,13/08/2021 17:15,7.041,Euronext Growth,PHERECYDES PHARMA,7.13,ALPHE,ALPHE.PA,CET,EUR,30329.385,4248,Paris,Healthcare,Biotechnology,0.0,0.0,,0.0,,none,,,,,PAR,,,,,,,No info,https://logo.clearbit.com/pherecydes-pharma.com
1215,-,NL0000009322,-,-,-,Euronext,PHILIPS BUY BACK,-,INPHI,INPHI.AS,CET,EUR,-,-,Amsterdam,nan,nan,,,,,,none,,,,,AMS,,,,,,,No info,
1216,37.91,NL0000009538,37.68,13/08/2021 17:36,37.575,Euronext,PHILIPS KON,37.675,PHIA,PHIA.AS,CET,EUR,59498712.15,1577238,Amsterdam,Healthcare,Diagnostics & Research,0.12625,0.060399998,-0.08,0.092530005,,none,,58.264,3.635,,AMS,0.675511,16.457,2.078,13.114,0.026,21.827868,2021-03-31,https://logo.clearbit.com/philips.com
1217,58.2,NO0010395577,58,13/08/2021 15:57,57.2,Euronext Expand,PHILLY SHIPYARD,58.2,PHLY,PHLY.OL,CET,NOK,66408,1155,Oslo,Industrials,Aerospace & Defense,-0.32742,-0.16217,1.76,-0.39288,-0.06673,none,,2.394,17.881,0.787,OSL,0.760641,-22.674,7.424,7.243,,,2021-03-31,https://logo.clearbit.com/phillyshipyard.com
1218,0.72,FR0000185480,0.72,09/08/2021 16:31,0.72,Euronext Access,PHONE WEB,0.72,MLPHW,MLPHW.PA,CET,EUR,1440,2000,Paris,Industrials,Specialty Business Services,-0.15155,-0.16323,,-0.15843001,-0.22860001,none,,,,0.965,PAR,-0.012885,-1.506,0.228,0.19,,,No info,https://logo.clearbit.com/phoneweb.fr
1219,122.7,NO0010000045,121,13/08/2021 16:25,118.3,B?rs,PHOTOCURE,121,PHO,PHO.OL,CET,NOK,30870243,255964,Oslo,Healthcare,Drug Manufacturers—Specialty & Generic,0.01282,0.03615,0.604,-0.00801,-0.0028799998,none,,6.575,12.289,5.366,OSL,0.561904,899.58,11.53,19.774,,82.32,2021-03-31,https://logo.clearbit.com/photocure.com
1220,1.84,BE0948608451,1.84,13/08/2021 16:30,1.84,Euronext Access,PHOTONIKE CAPITAL,1.84,MLPHO,MLPHO.PA,CET,EUR,8997.6,4890,Paris,Financial Services,Capital Markets,0.0,0.0,,0.0,,none,,,,,PAR,,,,,,,No info,https://logo.clearbit.com/photonike.com
1221,76.8,BE0003807246,76.6,13/08/2021 17:35,76,Euronext,PICANOL,76.6,PIC,PIC.BR,CET,EUR,80288.6,1049,Brussels,Industrials,Specialty Industrial Machinery,0.15357,0.025309999,0.019,0.0775,0.038259998,none,,33.062,20.672,1.501,BRU,0.576561,6.333,0.973,46.119,-0.105,,2020-12-31,https://logo.clearbit.com/picanolgroup.com
1222,9.76,FR0000073041,9.71,13/08/2021 17:26,9.61,Euronext,PIERRE VACANCES,9.61,VAC,VAC.PA,CET,EUR,96560.4,9969,Paris,Consumer Cyclical,Lodging,-0.31962,-0.83622,-0.611,-0.372,-0.046529997,none,,,15.276,0.372,PAR,2.410171,-14.384,4.598,-97.358,,,2021-03-31,https://logo.clearbit.com/groupepvcp.com
1223,103,NO0010735681,103,13/08/2021 16:25,102,Euronext Expand,PIONEER PROPERTY,103,PPG,PPG.OL,CET,NOK,54885,534,Oslo,Real Estate,Real Estate Services,0.0,6.3997197,,0.57980996,0.00414,none,,3.666,39.356,12.429,OSL,,,30.939,123.84,,,2020-12-31,https://logo.clearbit.com/pioneerproperty.no
1224,30.7,FR0000061608,30.3,13/08/2021 17:35,30.3,Euronext Growth,PISCINES DESJOYAUX,30.7,ALPDX,ALPDX.PA,CET,EUR,86614.5,2836,Paris,Consumer Cyclical,Leisure,0.22501,0.12167,0.079,0.17905001,0.11517999,none,,21.919,4.28,1.662,PAR,0.911553,8.831,1.987,8.568,0.329,,2020-08-31,https://logo.clearbit.com/desjoyaux.com
1225,0.819,FR0011950641,0.711,13/08/2021 17:29,0.7,Euronext Growth,PIXIUM VISION,0.7,ALPIX,ALPIX.PA,CET,EUR,2413906.436,3174312,Paris,Healthcare,Medical Instruments & Supplies,0.0,0.0,0.157,-3.82616,-0.33630002,none,,189.269,0.223,3.154,PAR,1.087341,-5.222,19.833,0.095,,,2020-12-31,https://logo.clearbit.com/pixium-vision.com
1226,595,FR0000030769,595,28/06/2021 11:31,595,Euronext Access,PLACOPLATRE,595,MLPLC,MLPLC.PA,CET,EUR,2380,4,Paris,Industrials,Building Products & Equipment,0.0,0.055430003,,0.11766,,none,,,,,PAR,0.145936,,,,,,No info,https://logo.clearbit.com/placo.fr
1227,0.95,FR0010211037,0.95,13/08/2021 12:18,0.95,Euronext Growth,PLANET MEDIA,0.95,ALPLA,ALPLA.PA,CET,EUR,950.95,1001,Paris,Communication Services,Internet Content & Information,0.288,-0.22993,-0.211,0.113199994,0.027090002,none,,67.346,0.002,1.258,PAR,0.794361,5.085,1.464,1.365,,,2020-06-30,https://logo.clearbit.com/planet.fr
1228,19.15,FR0010785790,19.15,13/08/2021 17:25,18.4,Euronext Growth,PLANT ADVANCED,18.4,ALPAT,ALPAT.PA,CET,EUR,25225.35,1354,Paris,Healthcare,Biotechnology,-0.58953,-0.43355998,0.127,-0.90411,-0.074099995,none,,41.943,1.435,1.427,PAR,0.92095,-24.61,14.508,9.25,,-31.349207,2020-06-30,https://logo.clearbit.com/plantadvanced.com
1229,0.03,FR0011844067,0.03,26/05/2021 09:00,0.03,Euronext Growth,PLANT ADVANCED BS,0.03,PATBS,PATBS.PA,CET,EUR,2.16,72,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
1230,6.89,FR0013252186,6.77,13/08/2021 17:35,6.6,Euronext,PLAST.VAL LOIRE,6.89,PVL,PVL.PA,CET,EUR,126514.65,18856,Paris,Consumer Cyclical,Auto Parts,0.03896,-0.02548,-0.289,-0.0020299999,-0.00103,none,,115.951,2.508,1.137,PAR,2.386954,18.155,0.707,11.565,,0.34591195,2020-09-30,https://logo.clearbit.com/groupe-plastivaloire.com
1231,27.58,FR0000124570,26.92,13/08/2021 17:35,26.7,Euronext,PLASTIC OMNIUM,27.44,POM,POM.PA,CET,EUR,6520815.88,241569,Paris,Consumer Cyclical,Auto Parts,0.038039997,0.037320003,0.278,0.054229997,0.0428,none,,78.782,4.372,0.646,PAR,2.298745,15.203,0.578,12.797,,7.311037,2021-06-30,https://logo.clearbit.com/plasticomnium.com
1232,20.3,NO0010890726,19.52,13/08/2021 16:25,19.52,Euronext Growth,PLAY MAGNUS,20.1,PMG,PMG.OL,CET,NOK,1279989.71,65098,Oslo,Technology,Software—Application,-0.95013,-1.3409,1.783,-1.12712,,none,,7.271,0.533,4.469,OSL,,-76.795,72.965,1.009,,,2021-06-30,https://logo.clearbit.com/playmagnusgroup.com
1233,69.8,NO0010466022,69.8,13/08/2021 15:29,69.8,B?rs,POLARIS MEDIA,69.8,POL,POL.OL,CET,NOK,698,10,Oslo,Communication Services,Publishing,0.0795,0.01339,0.066,0.05213,0.02081,none,,35.135,15.321,0.866,OSL,0.834733,12.249,0.974,62.571,,,2021-03-31,https://logo.clearbit.com/polarismedia.no
1234,159.8,NO0010341712,159.4,13/08/2021 16:25,156.2,B?rs,POLIGHT,156.6,PLT,PLT.OL,CET,NOK,2105879,13349,Oslo,Technology,Electronic Components,0.0,0.0,1.888,-13.75751,-0.27298,none,,0.532,7.55,3.351,OSL,1.134372,-28.363,385.779,12.145,,,2021-03-31,https://logo.clearbit.com/polight.com
1235,9.6,NL0000378669,9.6,13/08/2021 11:31,9.6,Euronext,PORCELEYNE FLES,9.6,PORF,PORF.AS,CET,EUR,1584,165,Amsterdam,Consumer Defensive,Household & Personal Products,0.08728,-0.19657,,-0.07602,-0.0057599996,none,,87.485,3.963,2.971,AMS,0.205638,58.896,5.14,16.507,,,2020-12-31,https://logo.clearbit.com/royaldelftgroup.com
1236,4.468,NL0009739416,4.373,13/08/2021 17:35,4.363,Euronext,POSTNL,4.42,PNL,PNL.AS,CET,EUR,16713778.32,3800232,Amsterdam,Industrials,Integrated Freight & Logistics,0.11837,0.10154,0.063,0.10435,0.10414,none,,302.325,1.585,1.387,AMS,1.368301,5.841,0.691,0.747,0.0,12.294117,2021-07-03,https://logo.clearbit.com/postnl.nl
1237,45.8,FR0000066441,45.8,13/08/2021 16:30,45,Euronext Growth,POUJOULAT,45,ALPJT,ALPJT.PA,CET,EUR,34643,763,Paris,Industrials,Building Products & Equipment,0.04501,0.0047,-0.058,0.01388,0.00962,none,,105.993,2.259,0.627,PAR,0.694306,15.253,0.687,42.081,,,2020-09-30,https://logo.clearbit.com/poujoulat.com
1238,4.8,FR0013015583,4.8,12/08/2021 15:01,4.7,Euronext Growth,POULAILLON,4.7,ALPOU,ALPOU.PA,CET,EUR,2586.2,540,Paris,Consumer Defensive,Packaged Foods,0.12657,-0.04382,-0.206,-0.00963,-0.0046900003,none,,205.597,2.875,1.129,PAR,1.02413,7.176,0.908,3.927,,,2021-03-31,https://logo.clearbit.com/poulaillon.fr
1239,5.85,FR0012432516,5.79,13/08/2021 17:35,5.76,Euronext,POXEL,5.85,POXEL,POXEL.PA,CET,EUR,127069.695,21910,Paris,Healthcare,Biotechnology,0.0,0.0,-0.941,-4.3854003,-0.27157,none,,91.309,1.407,2.735,PAR,1.562289,-5.16,22.55,0.945,,16.421053,2020-12-31,https://logo.clearbit.com/poxelpharma.com
1240,-,BMG7209L1000,-,-,-,Euronext,PPLA CLASS A,-,PPLAA,PPLAA.AS,CET,EUR,-,-,Amsterdam,nan,nan,,,,,,none,,,,,AMS,,,,,,,No info,
1241,-,BMG7209L1182,-,-,-,Euronext,PPLA CLASS B,-,PPLAB,PPLAB.AS,CET,EUR,-,-,Amsterdam,nan,nan,,,,,,none,,,,,AMS,,,,,,,No info,
1242,-,US69355L1098,-,-,-,Euronext,PPLA European Unit,-,PPLA,PPLA.AS,CET,EUR,-,-,Amsterdam,nan,nan,,,,,,none,,,,,AMS,,,,,,,No info,
1243,34.5,FR0014004EC4,34.5,13/08/2021 13:07,34.2,Euronext,PRECIA,34.2,PREC,PREC.PA,CET,EUR,8854.1,257,Paris,Industrials,Specialty Industrial Machinery,0.12299,0.051939998,0.075,0.09337,0.057389997,none,,33.064,57.92,1.428,PAR,0.711442,8.902,1.095,133.051,0.588,,2020-12-31,https://logo.clearbit.com/preciamolen.com
1244,7.15,FR0010169920,7.1,13/08/2021 17:21,7,Euronext Growth,PREDILIFE,7.05,ALPRE,ALPRE.PA,CET,EUR,273.85,39,Paris,Healthcare,Diagnostics & Research,0.0,0.0,1.061,-60.863808,-0.73882,none,,19150.936,0.447,1.69,PAR,0.230115,-10.149,606.615,0.002,,,2020-06-30,https://logo.clearbit.com/predilife.com
1245,11,FR0004044600,10.9,13/08/2021 15:44,10.6,Euronext Growth,PRISMAFLEX INTL,10.9,ALPRI,ALPRI.PA,CET,EUR,19051.25,1767,Paris,Communication Services,Advertising Agencies,-0.01632,-0.03237,-0.174,-0.03424,-0.01849,none,,147.749,2.445,0.828,PAR,2.038159,-46.042,0.752,7.58,,4.97549,2021-03-31,https://logo.clearbit.com/prismaflex.com
1246,0.167,FR0004052561,0.167,13/08/2021 17:35,0.167,Euronext,PROACTIS SA,0.167,PROAC,PROAC.PA,CET,EUR,1174.01,7030,Paris,Technology,Software—Application,1.01651,-0.88367,-0.101,0.04723,0.011779999,none,,6.446,0.006,0.467,PAR,1.118767,1.706,1.734,0.111,,,2021-01-31,https://logo.clearbit.com/proactis.com
1247,5.76,FR0010313486,5.7,13/08/2021 17:00,5.68,Euronext Growth,PRODWARE,5.7,ALPRO,ALPRO.PA,CET,EUR,8516.5,1489,Paris,Technology,Software—Application,0.11378,0.06558,-0.101,0.1037,0.030199999,none,,95.549,4.916,1.132,PAR,1.21661,7.863,0.895,21.161,0.298,4.548387,2020-12-31,https://logo.clearbit.com/prodware.fr
1248,2.8,FR0012613610,2.77,13/08/2021 17:35,2.765,Euronext,PRODWAYS,2.78,PWG,PWG.PA,CET,EUR,17794.06,6401,Paris,Industrials,Specialty Industrial Machinery,-0.03167,-0.23898001,-0.172,-0.08781,-0.02776,none,,38.406,0.439,1.372,PAR,1.607513,-76.782,2.431,1.248,,,2020-12-31,https://logo.clearbit.com/prodways-group.com
1249,0.388,FR0010380626,0.378,13/08/2021 17:29,0.371,Euronext,PROLOGUE,0.382,PROL,PROL.PA,CET,EUR,11319.593,29741,Paris,Technology,Software—Application,0.07506,-0.014149999,-0.018,0.01775,0.00981,none,,106.139,0.348,1.228,PAR,2.061167,8.646,0.649,0.267,,,2020-12-31,https://logo.clearbit.com/prologue.fr
1250,0.018,FR0013398617,0.018,13/08/2021 14:59,0.0155,Euronext Growth,PROLOGUE BSA,0.0155,PROBT,PROBT.PA,CET,EUR,776.566,43367,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
1251,16.4,FR0000061376,16.4,05/07/2021 11:30,16.4,Euronext Access,PROP.IMMEUBLES,16.4,MLPRI,MLPRI.PA,CET,EUR,16.4,1,Paris,Real Estate,Real Estate Services,0.0,-1.34944,,-0.42565,,none,,,,,PAR,0.390913,,,,,,No info,https://logo.clearbit.com/sca-snpi.fr
1252,2.095,NO0010861990,1.95,13/08/2021 16:28,1.85,B?rs,PROSAFE,2.05,PRS,PRS.OL,CET,NOK,2757290.82,1424105,Oslo,Energy,Oil & Gas Equipment & Services,-0.42204,0.0,-0.36,-1.13929,-0.05592,none,,,1.606,0.092,OSL,0.939955,-77.568,32.736,-11.775,,-1.1368421,2021-03-31,https://logo.clearbit.com/prosafe.com
1253,77.87,NL0013654783,75.94,13/08/2021 17:38,73.28,Euronext,PROSUS,77,PRX,PRX.AS,CET,EUR,334251379.3,4409913,Amsterdam,Communication Services,Internet Content & Information,-0.15989,1.45602,0.538,-0.18823,-0.01316,none,,19.275,3.733,1.688,AMS,,-165.897,26.525,22.164,2.48,,2021-03-31,https://logo.clearbit.com/prosus.com
1254,92.5,NO0010209331,91.5,13/08/2021 16:25,91.3,B?rs,PROTECTOR FORSIKRG,92,PROT,PROT.OL,CET,NOK,1370871.9,14947,Oslo,Financial Services,Insurance—Specialty,0.27983,0.26771998,-0.186,0.27753,0.05671,none,,35.72,1.321,0.057,OSL,1.555555,5.115,1.431,43.555,-0.551,,2021-06-30,https://logo.clearbit.com/protectorforsikring.no
1255,3,CA74375L1058,3,28/05/2019 11:30,3,Euronext Access,PROVENTURE GOLD,3,MLPRO,MLPRO.PA,CET,EUR,39750,13250,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
1256,0.045,IE00B66B5T26,0.045,13/08/2021 20:43,0.045,Euronext Growth,PROVIDENCE RES.,0.045,PZQA,PZQA.IR,IST,EUR,217.035,4823,Dublin,Energy,Oil & Gas E&P,0.0,0.0,,0.0,-0.02905,none,,0.018,0.002,0.546,ISE,0.821848,-19.328,,0.062,,,2020-12-31,https://logo.clearbit.com/providenceresources.com
1257,9.193,NO0010893902,8.83,13/08/2021 16:25,8.601,Euronext Growth,PROXIMAR SEAFOOD,8.601,PROXI,PROXI.OL,CET,NOK,594500.031,67740,Oslo,Consumer Defensive,Farm Products,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/proximarseafood.com
1258,17.55,BE0003810273,17.535,13/08/2021 17:35,17.43,Euronext,PROXIMUS,17.49,PROX,PROX.BR,CET,EUR,5583944.035,318715,Brussels,Communication Services,Telecom Services,0.30313998,0.09834,-0.017,0.13192001,0.05031,none,,101.765,0.855,0.498,BRU,0.137092,4.94,1.498,9.125,-0.203,9.588572,2021-03-31,https://logo.clearbit.com/proximus.com
1259,47.795,NL00150005Z1,46.995,13/08/2021 16:29,46.005,Euronext Growth,PRYME,47.795,PRYME,PRYME.OL,CET,NOK,31148.9,660,Oslo,Industrials,Waste Management,0.0,0.0,,0.0,,none,,,,,OSL,,,,,,,No info,https://logo.clearbit.com/pryme-cleantech.com
1260,30.6,FR0000312928,30.6,13/08/2021 17:27,30,Euronext,PUBLICIS BSA,30,PUBBS,PUBBS.PA,CET,EUR,7168.2,236,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
