,Unnamed: 0,Unnamed: 0.1,Sector,Industry,Name,Symbol,Volume,Market Cap,longName,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
5622,5622,5622,Finance,Finance Companies,John Hancock Premium Dividend Fund,PDT,64301,837547334.0,John Hancock Premium Dividend Fund,0.0,3.43184,-0.035,0.8235,0.02705,none,,51.84,0.003,0.022,NYQ,0.94298,,21.93,12.835,,,2021-04-30,https://logo.clearbit.com/jhinvestments.com
5623,5623,5623,Consumer Services,Real Estate Investment Trusts,Healthpeak Properties Inc. Common Stock,PEAK,2381170,19311236769.0,"Healthpeak Properties, Inc.",0.46815,0.28266,0.166,0.18525,0.0135,buy,2.3,70.329,0.18,0.172,NYQ,0.674018,30.212,14.144,,4.364,,2021-06-30,https://logo.clearbit.com/healthpeak.com
5624,5624,5624,Consumer Services,Real Estate Investment Trusts,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,PEB,643823,2828665548.0,Pebblebrook Hotel Trust,-0.54405,-2.1531,-0.6890000000000001,-1.4148899,-0.035160000000000004,hold,2.6,92.01,0.863,0.5720000000000001,NYQ,2.053804,-41.588,22.626,23.029,,-25.023256,2021-03-31,https://logo.clearbit.com/pebblebrookhotels.com
5625,5625,5625,No info,,Pebblebrook Hotel Trust 6.50% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,PEB^C,1884,,Pebblebrook Hotel Trust 6.50% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,,,,,,,,,,,,,,,,,,No info,
5626,5626,5626,No info,,Pebblebrook Hotel Trust 6.375% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest,PEB^D,7369,,Pebblebrook Hotel Trust 6.375% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest,,,,,,,,,,,,,,,,,,No info,
5627,5627,5627,No info,,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,PEB^E,8376,,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,,,,,,,,,,,,,,,,,,No info,
5628,5628,5628,No info,,Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest,PEB^F,6458,,Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest,,,,,,,,,,,,,,,,,,No info,
5629,5629,5629,No info,,Pebblebrook Hotel Trust 6.375% Series G Cumulative Redeemable Preferred Shares of Beneficial Interest,PEB^G,5227,,Pebblebrook Hotel Trust 6.375% Series G Cumulative Redeemable Preferred Shares of Beneficial Interest,,,,,,,,,,,,,,,,,,No info,
5630,5630,5630,No info,,Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest,PEB^H,107214,,Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest,,,,,,,,,,,,,,,,,,No info,
5631,5631,5631,Finance,Major Banks,Peoples Bancorp of North Carolina Inc. Common Stock,PEBK,9023,164238639.0,"Peoples Bancorp of North Carolina, Inc.",0.0,0.19886999,0.221,0.24938999,0.00942,none,,,36.108,,NGM,0.93913,,-0.151,24.188,0.741,,2021-03-31,https://logo.clearbit.com/peoplesbanknc.com
5632,5632,5632,Finance,Major Banks,Peoples Bancorp Inc. Common Stock,PEBO,49382,610540000.0,Peoples Bancorp Inc.,0.0,0.26295,0.39,0.37506,0.01121,buy,2.4,,2.661,,NMS,0.937062,,3.41,29.976,1.127,10.708904,2021-06-30,https://logo.clearbit.com/peoplesbancorp.com
5633,5633,5633,Consumer Services,Real Estate Investment Trusts,Phillips Edison & Company Inc. Common Stock,PECO,171560,3414862000.0,"Phillips Edison & Company, Inc.",0.60328996,0.012309999,0.118,0.17159000000000002,0.0119,none,,113.952,0.196,1.143,NMS,0.007615,19.404,11.706,,,,2021-06-30,https://logo.clearbit.com/phillipsedison.com
5634,5634,5634,Energy,Oil & Gas Production,Pedevco Corp. Common Stock,PED,126768,84229299.0,PEDEVCO Corp.,0.054380003,-2.12709,4.7010000000000005,-2.35129,-0.17718,none,,0.289,0.243,9.256,ASE,1.105433,111.024,6.0379999999999985,1.074,,,2021-06-30,https://logo.clearbit.com/pedevco.com
5635,5635,5635,Public Utilities,Power Generation,Public Service Enterprise Group Incorporated Common Stock,PEG,1496016,32720948100.0,Public Service Enterprise Group Incorporated,0.39625,0.21676001,0.039,0.24302,0.029930001,buy,2.2,108.644,1.589,0.544,NYQ,0.560391,12.354,4.895,31.714,0.446,17.994286,2021-03-31,https://logo.clearbit.com/pseg.com
5636,5636,5636,Technology,EDP Services,Pegasystems Inc. Common Stock,PEGA,72550,10370121602.0,Pegasystems Inc.,-0.03287,0.01324,0.4320000000000001,-0.05583,-0.02621,buy,1.9,123.421,5.05,1.925,NMS,1.194776,-276.53,9.089,5.895,,142.23232,2021-06-30,https://logo.clearbit.com/pega.com
5637,5637,5637,Consumer Services,Real Estate Investment Trusts,Pennsylvania Real Estate Investment Trust Common Stock,PEI,917491,162014765.0,Pennsylvania Real Estate Investment Trust,0.28131,-1.18614,-0.174,-0.25147,-0.0172,hold,3.0,2216.169,0.563,0.6759999999999999,NYQ,2.663043,29.965,8.429,1.155,,-1.4927536,2021-03-31,https://logo.clearbit.com/preit.com
5638,5638,5638,No info,,Pennsylvania Real Estate Investment Trust Cumulative Redeemable Perpetual Preferred Shares Series B,PEI^B,11938,,Pennsylvania Real Estate Investment Trust Cumulative Redeemable Perpetual Preferred Shares Series B,,,,,,,,,,,,,,,,,,No info,
5639,5639,5639,No info,,Pennsylvania Real Estate Investment Trust 7.20% Series C Cumulative Redeemable Perpetual Preferred Shares,PEI^C,15941,,Pennsylvania Real Estate Investment Trust 7.20% Series C Cumulative Redeemable Perpetual Preferred Shares,,,,,,,,,,,,,,,,,,No info,
5640,5640,5640,No info,,Pennsylvania Real Estate Investment Trust 6.875% Series D Cumulative Redeemable Perpetual Preferred Shares,PEI^D,26745,,Pennsylvania Real Estate Investment Trust 6.875% Series D Cumulative Redeemable Perpetual Preferred Shares,,,,,,,,,,,,,,,,,,No info,
5641,5641,5641,Health Care,Medical/Dental Instruments,Penumbra Inc. Common Stock,PEN,102902,9425341936.0,"Penumbra, Inc.",0.049289998,0.02368,0.753,0.03019,0.014989999,buy,1.6,19.152,6.534,3.4760000000000004,NYQ,0.287117,303.2340000000001,14.946,17.616,,176.6526,2021-06-30,https://logo.clearbit.com/penumbrainc.com
5642,5642,5642,Consumer Services,Movies/Entertainment,Penn National Gaming Inc. Common Stock,PENN,3635636,11106953658.0,"Penn National Gaming, Inc.",0.19823,0.00805,0.142,0.103970006,0.01685,buy,2.4,405.849,13.232,2.322,NMS,2.575543,28.464,5.642,17.533,,28.489655,2021-03-31,https://logo.clearbit.com/pngaming.com
5643,5643,5643,Consumer Services,Real Estate Investment Trusts,Adams Natural Resources Fund Inc. Common Stock,PEO,34020,367053556.0,"Adams Natural Resources Fund, Inc.",0.0,9.013579,-0.18600000000000005,0.67371005,0.016180001,none,,,0.006,0.211,NYQ,1.65788,,22.207,13.761,,248.18333,2021-06-30,https://logo.clearbit.com/adamsfunds.com
5644,5644,5644,Consumer Non-Durables,Beverages (Production/Distribution),PepsiCo Inc. Common Stock,PEP,2113842,216328632913.0,"PepsiCo, Inc.",0.18371001,0.11005,0.205,0.15678,0.08035,buy,2.3,274.698,4.18,0.6559999999999999,NMS,0.614846,18.24,3.3510000000000004,10.092,0.433,23.520548,2021-06-12,https://logo.clearbit.com/pepsico.com
5645,5645,5645,Technology,EDP Services,Perion Network Ltd. Ordinary Shares,PERI,411770,616098647.0,Perion Network Ltd.,0.05252,0.03467,0.36,0.042960000000000005,0.02694,buy,1.7,8.22,3.982,1.56,NMS,1.065217,23.641,1.242,7.7970000000000015,1.4780000000000002,28.616,2021-03-31,https://logo.clearbit.com/perion.com
5646,5646,5646,Public Utilities,Environmental Services,Perma-Fix Environmental Services Inc. Common Stock,PESI,9841,70891173.0,"Perma-Fix Environmental Services, Inc.",0.02438,0.0049799997,-0.069,0.00847,0.0075499997,none,,31.862,0.059,0.898,NCM,1.207065,36.204,0.883,2.73,,,2021-03-31,https://logo.clearbit.com/perma-fix.com
5647,5647,5647,Health Care,Major Pharmaceuticals,PetIQ Inc. Class A Common Stock,PETQ,666122,766543670.0,"PetIQ, Inc.",0.07071000000000001,-0.07965,0.015,0.030930000000000006,0.01925,strong_buy,1.3,180.738,0.939,1.885,NMS,1.533841,19.945,1.41,8.839,,13.153847,2021-06-30,https://logo.clearbit.com/petiq.com
5648,5648,5648,Health Care,Medical/Nursing Services,PetMed Express Inc. Common Stock,PETS,280270,579745261.0,"PetMed Express, Inc.",0.12588,0.093260005,-0.17600000000000002,0.11729,0.12753001,hold,3.5,,5.537000000000001,3.576,NMS,0.557826,12.807,1.612,7.025,-0.43,16.629412,2021-06-30,https://logo.clearbit.com/1800petmeds.com
5649,5649,5649,Technology,Computer Software: Prepackaged Software,PetVivo Holdings Inc. Common Stock,PETV,119394,24321917.0,"PetVivo Holdings, Inc. Common Stock",0.0,0.0,1.0659999999999998,-138.3053,-1.66972,none,,,0.015,0.107,NCM,1.7455619999999998,-14.484000000000002,1955.474,-0.099,,,2021-06-30,https://logo.clearbit.com/petvivo.com
5650,5650,5650,Technology,EDP Services,PetVivo Holdings Inc. Warrant,PETVW,21309,0.0,"PetVivo Holdings, Inc. Warrant",0.0,0.0,1.0659999999999998,-138.3053,-1.66972,none,,,0.015,0.107,NCM,1.7455619999999998,,,,,,2021-06-30,https://logo.clearbit.com/petvivo.com
5651,5651,5651,Consumer Non-Durables,Packaged Foods,TDH Holdings Inc. Common Shares,PETZ,162333,99952989.0,"TDH Holdings, Inc.",-1.8824099,-1.07292,-0.884,-2.3624601000000003,-0.071779996,none,,,0.177,0.518,NCM,1.143505,-105.425,198.452,-0.019,,,2020-12-31,https://logo.clearbit.com/tiandihui.com
5652,5652,5652,Finance,Banks,Preferred Bank Common Stock,PFBC,29015,894138921.0,Preferred Bank,0.0,0.47390997,0.246,0.65667,0.01525,buy,2.5,,60.07100000000001,,NMS,1.483593,,0.985,36.16,0.403,10.058824,2021-06-30,https://logo.clearbit.com/preferredbank.com
5653,5653,5653,Finance,Major Banks,Premier Financial Bancorp Inc. Common Stock,PFBI,7265,264439691.0,"Premier Financial Bancorp, Inc.",0.0,0.32044998,0.06,0.44586,0.01244,none,,,12.586,,NGM,0.850543,,1.641,16.705,0.22,,2021-03-31,https://logo.clearbit.com/premierbankinc.com
5654,5654,5654,Finance,Savings Institutions,Premier Financial Corp. Common Stock,PFC,115753,1107566402.0,Premier Financial Corp.,0.0,0.39816,3.499,0.54986,0.01799,buy,2.2,,8.511000000000001,,NMS,1.555432,,3.004,,,,2021-03-31,https://logo.clearbit.com/fdef.com
5655,5655,5655,Finance,Investment Managers,Flaherty & Crumrine Preferred and Income Fund Incorporated,PFD,18688,189580992.0,Flaherty & Crumrine Preferred Income Fund Inc.,0.0,2.27295,-0.021,0.8574299999999999,0.031040002,none,,49.578,,1.649,NYQ,0.716514,,19.099,14.433,,,2021-05-31,https://logo.clearbit.com/preferredincome.com
5656,5656,5656,Finance,Business Services,Pathfinder Acquisition Corporation Class A Ordinary Shares,PFDR,12961,402187500.0,Pathfinder Acquisition Corporation,0.0,0.0,,0.0,,none,,,0.01,,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/pathfinderacquisition.com
5657,5657,5657,Finance,Business Services,Pathfinder Acquisition Corporation Unit,PFDRU,250,0.0,Pathfinder Acquisition Corporation,0.0,0.0,,0.0,,none,,,0.01,,NCM,,,,,,,2021-03-31,https://logo.clearbit.com/pathfinderacquisition.com
5658,5658,5658,Finance,Business Services,Pathfinder Acquisition Corporation Warrant,PFDRW,5808,0.0,Pathfinder Acquisition Corporation,,,,,,,,,,,NCM,,,,,,,No info,
5659,5659,5659,Health Care,Major Pharmaceuticals,Pfizer Inc. Common Stock,PFE,35338850,271376198672.0,Pfizer Inc.,0.36238,0.24001,0.446,0.258,0.04603,hold,2.6,57.648,2.442,1.011,NYQ,0.673369,14.602,5.292000000000002,12.267,0.454,13.492775,2021-04-04,https://logo.clearbit.com/pfizer.com
5660,5660,5660,Finance,Specialty Insurers,Principal Financial Group Inc Common Stock,PFG,596843,17966301857.0,"Principal Financial Group, Inc.",0.16698,0.121199995,-0.295,0.14770999999999998,0.00456,hold,2.7,28.034,9.969,1.808,NMS,1.647282,8.584,1.433,56.534,0.79,9.620991,2021-03-31,https://logo.clearbit.com/principal.com
5661,5661,5661,Consumer Non-Durables,Food Distributors,Performance Food Group Company Common Stock,PFGC,1383281,6224647816.0,Performance Food Group Company,0.018960001,0.0013400001,0.611,0.00782,0.01908,buy,2.1,142.738,0.083,0.649,NYQ,1.696073,16.872,0.32,15.553,,19.987068,2021-07-03,https://logo.clearbit.com/pfgc.com
5662,5662,5662,No info,,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060,PFH,28109,0.0,CABCO Trust for JC Penney Debentures,,,,,,,,,,,NYQ,,,,,,,No info,
5663,5663,5663,Finance,Major Banks,Professional Holding Corp. Class A Common stock,PFHD,28969,266820464.0,Professional Holding Corp.,0.0,0.2243,1.225,0.32161,0.0073799999999999985,buy,2.0,,23.704,,NMS,0.280504,,0.32,16.105999999999998,,14.903999,2021-03-31,https://logo.clearbit.com/myprobank.com
5664,5664,5664,Energy,Oil & Gas Production,Profire Energy Inc. Common Stock,PFIE,15939,52580519.0,"Profire Energy, Inc.",-0.10515001,-0.12625,-0.316,-0.16851999,-0.041510000000000005,buy,2.4,0.09,0.266,6.823,NCM,1.359782,-21.154,2.224,0.937,,53.500004,2021-03-31,https://logo.clearbit.com/profireenergy.com
5665,5665,5665,Capital Goods,Industrial Machinery/Components,P & F Industries Inc. Class A Common Stock,PFIN,991,21314616.0,"P&F Industries, Inc.",-0.0372,-0.090550005,0.045,-0.086890005,-0.0467,none,,23.199,0.329,0.97,NGM,0.684782,-15.975,0.594,12.975,,,2021-03-31,https://logo.clearbit.com/pfina.com
5666,5666,5666,Finance,Major Banks,Peoples Financial Services Corp. Common Stock,PFIS,11168,324104220.0,Peoples Financial Services Corp.,0.0,0.3561,0.264,0.46027002,0.01211,none,,,43.73,,NMS,0.136413,,1.147,44.005,0.795,,2021-03-31,https://logo.clearbit.com/psbt.com
5667,5667,5667,Finance,Finance Companies,PIMCO Income Strategy Fund Shares of Beneficial Interest,PFL,64695,440514882.0,PIMCO Income Strategy Fund,0.0,0.68864995,-0.012,0.88666,0.03878,none,,37.308,0.045,0.093,NYQ,0.688542,,18.055,10.606,2.787,,2021-01-31,https://logo.clearbit.com/allianzinvestors.com
5668,5668,5668,Finance,Investment Bankers/Brokers/Service,PennantPark Floating Rate Capital Ltd. Common Stock,PFLT,195547,515668584.0,PennantPark Floating Rate Capital Ltd.,0.0,0.8390299999999999,-0.08199999999999999,0.7555,0.03439,hold,2.7,113.973,1.256,1.669,NMS,2.023668,,12.392,12.715,0.171,11.544643,2021-06-30,https://logo.clearbit.com/pennantpark.com
5669,5669,5669,Miscellaneous,Business Services,Performant Financial Corporation Common Stock,PFMT,530028,258317285.0,Performant Financial Corporation,0.051920000000000015,-0.04202,-0.316,0.04067,0.02834,strong_buy,1.5,169.363,0.348,0.607,NMS,-0.7505430000000001,31.013,1.61,0.696,,-44.81818,2021-03-31,https://logo.clearbit.com/performantcorp.com
5670,5670,5670,Finance,Finance/Investors Services,PIMCO Income Strategy Fund II,PFN,112901,855142700.0,PIMCO Income Strategy Fund II,0.0,0.58399,-0.033,0.88898003,0.03785,none,,34.816,0.045,0.083,NYQ,0.6926,,17.417,9.411,2.72,,2021-01-31,https://logo.clearbit.com/allianzinvestors.com
5671,5671,5671,Finance,Finance Companies,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,PFO,26738,169909821.0,Flaherty & Crumrine Preferred Income Opportunity Fund Inc.,0.0,0.85308,-0.012,0.86067003,0.0315,none,,49.1,,5.53,NYQ,0.630576,,18.289,11.969,0.626,,2020-11-30,https://logo.clearbit.com/preferredincome.com
5672,5672,5672,Technology,EDP Services,Proofpoint Inc. Common Stock,PFPT,646186,10106478917.0,"Proofpoint, Inc.",0.00095,-0.13077,0.152,-0.08776,-0.025120001,hold,2.7,382.576,15.374,1.247,NMS,1.114175,9714.595,9.277,5.087,,68.44358000000001,2021-03-31,https://logo.clearbit.com/proofpoint.com
5673,5673,5673,Finance,Savings Institutions,Provident Financial Services Inc Common Stock,PFS,96754,1735470830.0,"Provident Financial Services, Inc.",0.0,0.35235,0.675,0.5063300000000001,0.0135699995,hold,2.7,,9.266,,NYQ,1.029379,,3.64,21.528,2.13,12.071824,2021-06-30,https://logo.clearbit.com/provident.bank
5674,5674,5674,Finance,Finance: Consumer Services,PennyMac Financial Services Inc. Common Stock,PFSI,369931,4172634749.0,"PennyMac Financial Services, Inc.",0.0,0.4129100000000001,-0.586,0.56369996,0.081420004,buy,2.0,762.505,14.576,0.536,NYQ,1.159782,,7.135,51.782,0.231,5.9585214,2021-03-31,https://logo.clearbit.com/ir.pennymacfinancial.com
5675,5675,5675,Miscellaneous,Business Services,PFSweb Inc. Common Stock,PFSW,143339,279576577.0,"PFSweb, Inc.",0.01571,-0.02678,0.085,-0.01437,-0.013099999,buy,2.0,161.455,0.514,1.034,NCM,1.84076,49.849,0.7829999999999999,2.487,,21.13492,2021-03-31,https://logo.clearbit.com/pfsweb.com
5676,5676,5676,No info,,Portage Fintech Acquisition Corporation Unit,PFTAU,4207,0.0,Portage Fintech Acquisition Corporation Unit,,,,,,,,,,,NCM,,,,,,,No info,
5677,5677,5677,Finance,Investment Managers,PhenixFIN Corporation Common Stock,PFX,14346,114971359.0,PhenixFIN Corporation,0.0,0.36543998,0.218,0.42437,0.027090002,hold,3.0,51.129,21.854,59.115,NGM,1.857608,,4.671,,,,2021-03-31,https://logo.clearbit.com/medleycapitalcorp.com
5678,5678,5678,Finance,Investment Managers,PhenixFIN Corporation 6.125% Senior Notes due 2023,PFXNL,3302,0.0,PhenixFIN Corporation,0.0,0.36543998,0.218,0.42437,0.027090002,none,,51.129,21.854,59.115,NGM,1.857608,,3.0810000000000004,,,,2021-03-31,https://logo.clearbit.com/medleycapitalcorp.com
5679,5679,5679,Consumer Non-Durables,Package Goods/Cosmetics,Procter & Gamble Company (The) Common Stock,PG,4888263,348675308901.0,The Procter & Gamble Company,0.28282,0.18794,0.071,0.24689,0.09788,buy,2.5,70.38600000000002,4.238,0.453,NYQ,0.420851,17.343,4.905,18.676,0.038,24.119328,2021-06-30,https://logo.clearbit.com/pginvestor.com
5680,5680,5680,Finance,Commercial Banks,Peapack-Gladstone Financial Corporation Common Stock,PGC,35441,623457227.0,Peapack-Gladstone Financial Corporation,0.0,0.23181,0.271,0.38099,0.00732,buy,2.0,,14.545,,NMS,1.339429,,3.26,28.891,0.7490000000000001,11.607018,2021-06-30,https://logo.clearbit.com/pgbank.com
5681,5681,5681,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Precigen Inc. Common Stock,PGEN,780002,1268790648.0,"Precigen, Inc.",-0.7418399999999999,-1.3473598999999998,-0.179,-0.89275,-0.13453001,buy,2.0,105.334,0.512,5.033,NMS,2.33262,-20.275,15.04,,,,2021-03-31,https://logo.clearbit.com/precigen.com
5682,5682,5682,Health Care,Managed Health Care,Progyny Inc. Common Stock,PGNY,769998,4123732673.0,"Progyny, Inc.",0.07216,0.15026,0.507,0.06747,0.068569995,strong_buy,1.4,5.052,1.208,2.214,NMS,,186.388,13.449000000000002,-9.676,3.179,189.85484,2021-03-31,https://logo.clearbit.com/progyny.com
5683,5683,5683,Finance,Finance Companies,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,PGP,22604,124805569.0,PIMCO Global StocksPLUS & Income Fund,0.0,0.58845,-0.208,0.88372004,0.02733,none,,50.962,0.047,0.35100000000000003,NYQ,1.060391,,13.547,9.626,3.577,,2020-12-31,https://logo.clearbit.com/investments.pimco.com
5684,5684,5684,Finance,Property-Casualty Insurers,Progressive Corporation (The) Common Stock,PGR,1413398,56245995015.0,The Progressive Corporation,0.16303,0.12005,0.085,0.15588,0.06888999999999999,hold,2.8,28.901,2.923,0.28300000000000003,NYQ,0.464635,8.027000000000001,1.3090000000000002,29.638,-0.5589999999999999,16.506004,2021-06-30,https://logo.clearbit.com/progressive.com
5685,5685,5685,Consumer Services,Real Estate Investment Trusts,Paramount Group Inc. Common Stock,PGRE,1178358,2007872370.0,"Paramount Group, Inc.",0.51176,-0.059520002,0.009000000000000001,0.17743,0.0088599995,hold,3.0,85.193,2.171,6.859,NYQ,1.481441,17.424,8.917,16.572,,-56.593754,2021-06-30,https://logo.clearbit.com/paramount-group.com
5686,5686,5686,Finance,Finance: Consumer Services,Progress Acquisition Corp. Class A Common Stock,PGRW,1699,211479750.0,Progress Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.012,0.006999999999999999,NCM,,,,,,,2021-06-30,https://logo.clearbit.com/progressacquisition.com
5687,5687,5687,Finance,Finance: Consumer Services,Progress Acquisition Corp. Units,PGRWU,4415,0.0,Progress Acquisition Corp.,0.0,0.0,,0.0,,none,,,0.012,0.006999999999999999,NCM,,,,,,,2021-06-30,https://logo.clearbit.com/progressacquisition.com
5688,5688,5688,Finance,Finance: Consumer Services,Progress Acquisition Corp. Warrant,PGRWW,1500,0.0,Progress Acquisition Corp.,,,,,,,,,,,NCM,,,,,,,No info,
5689,5689,5689,Capital Goods,Building Products,PGT Innovations Inc.,PGTI,900197,1287358727.0,"PGT Innovations, Inc.",0.15178001,0.04487,0.231,0.10865,0.055970002000000005,buy,2.4,99.876,0.99,1.87,NYQ,1.507608,13.049,1.981,8.565,-0.206,13.5,2021-04-03,https://logo.clearbit.com/pgtinnovations.com
5690,5690,5690,Finance,Investment Managers,Principal Real Estate Income Fund Common Shares of Beneficial Interest,PGZ,18786,105464033.0,Principal Real Estate Income Fund,0.0,0.0,,0.0,,none,,,,,NYQ,,,,,,,No info,https://logo.clearbit.com/principalcef.com
5691,5691,5691,Capital Goods,Military/Government/Technical,Parker-Hannifin Corporation Common Stock,PH,1191544,37813391885.0,Parker-Hannifin Corporation,0.20349,0.11337,0.012,0.15954000000000002,0.067210004,buy,2.1,91.231,4.106,0.936,NYQ,1.783152,16.085,3.273,57.279,0.284,16.993553,2021-03-31,https://logo.clearbit.com/parker.com
5692,5692,5692,Health Care,Major Pharmaceuticals,Pharming Group N.V. ADS each representing 10 ordinary shares,PHAR,606,673317977.0,Pharming Group N.V.,0.30437002,0.15361,0.05,0.26976999999999995,0.08866,none,,86.023,2.45,4.723,NGM,1.69248,12.492,3.802,,-0.501,,2021-06-30,https://logo.clearbit.com/pharming.com
5693,5693,5693,Health Care,Major Pharmaceuticals,PhaseBio Pharmaceuticals Inc. Common Stock,PHAS,379819,157762189.0,"PhaseBio Pharmaceuticals, Inc.",0.0,0.0,,-9.01238,-0.67929,buy,1.7,,1.342,5.122999999999998,NGM,1.602431,-1.13,10.023,-0.856,,-1.2348484,2021-06-30,https://logo.clearbit.com/phasebio.com
5694,5694,5694,Health Care,Major Pharmaceuticals,Phathom Pharmaceuticals Inc. Common Stock,PHAT,103188,1003406880.0,"Phathom Pharmaceuticals, Inc.",0.0,0.0,,0.0,-0.34019002,buy,1.9,29.997,8.238999999999999,5.8260000000000005,NMS,,-5.892,,-20.545,,-11.658497,2021-03-31,https://logo.clearbit.com/phathompharma.com
5695,5695,5695,Finance,Investment Managers,Puhui Wealth Investment Management Co. Ltd. Ordinary Shares,PHCF,3527,40391529.0,"Puhui Wealth Investment Management Co., Ltd.",-1.9494799,-1.85638,0.219,-2.07328,-0.21375999,none,,35.895,0.11,0.938,NCM,-0.434987,-10.035,19.564,0.745,,,2020-06-30,https://logo.clearbit.com/puhuiwealth.com
5696,5696,5696,Finance,Investment Managers,Pioneer Floating Rate Fund Inc.,PHD,14155,141763283.0,"Pioneer Floating Rate Fund, Inc.",0.0,0.07882,-0.067,0.78796995,0.027509999,none,,38.174,0.277,0.369,NYQ,0.729597,,16.122,11.166,6.252000000000002,,2020-11-30,
5697,5697,5697,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Koninklijke Philips N.V. NY Registry Shares,PHG,771742,40580155952.0,Koninklijke Philips N.V.,0.12625,0.060399998,-0.08,0.092530005,,buy,2.0,58.264,3.635,,NYQ,0.675511,19.613,2.476,13.114,0.026,23.512077,2021-03-31,https://logo.clearbit.com/philips.com
5698,5698,5698,Health Care,Major Pharmaceuticals,BiomX Inc. COmmon Stock,PHGE,25204,95558736.0,BiomX Inc.,0.0,0.0,,0.0,-0.27192,none,,10.196,2.1630000000000003,6.747000000000001,ASE,,-2.6460000000000004,,,,,2021-03-31,https://logo.clearbit.com/biomx.com
5699,5699,5699,Public Utilities,Telecommunications Equipment,PLDT Inc. Sponsored ADR,PHI,73305,5412960000.0,PLDT Inc.,0.48329,0.13047999999999998,0.098,0.23482999,0.04814,hold,3.0,199.179,183.883,0.301,NYQ,0.130273,2.463,1.19,504.078,-0.018000000000000002,15.534392,2021-03-31,https://logo.clearbit.com/pldt.com
5700,5700,5700,Finance,Business Services,Population Health Investment Co. Inc. Unit,PHICU,40,0.0,"Population Health Investment Co., Inc.",0.0,0.0,,0.0,,none,,6.0,0.024,1.52,NCM,,,,,,,2021-03-31,
5701,5701,5701,Finance,Business Services,Population Health Investment Co. Inc. Warrant,PHICW,7965,0.0,"Population Health Investment Co., Inc.",,,,,,,,,,,NCM,,,,,,,No info,
5702,5702,5702,Health Care,Major Pharmaceuticals,Phio Pharmaceuticals Corp. Common Stock,PHIO,408573,23279149.0,Phio Pharmaceuticals Corp.,0.0,0.0,,0.0,-0.46223998,none,,4.932,1.053,6.4860000000000015,NCM,2.25648,-1.885,,2.252,,-5.6285715,2020-12-31,https://logo.clearbit.com/phiopharma.com
5703,5703,5703,Health Care,Major Pharmaceuticals,Phio Pharmaceuticals Corp. Warrants expiring 12/21/2021,PHIOW,14395,0.0,Phio Pharmaceuticals Corp.,0.0,0.0,,0.0,-0.26149,none,,1.22,2.416,14.922,NCM,2.185326,,,2.32,,,2021-03-31,https://logo.clearbit.com/phiopharma.com
5704,5704,5704,Finance,Finance/Investors Services,Pimco High Income Fund Pimco High Income Fund,PHK,223976,917824697.0,PIMCO High Income Fund,0.0,0.29338000000000003,-0.231,0.9301,0.03978,none,,37.949,0.046,0.237,NYQ,0.803657,,15.265999999999998,5.832000000000002,3.143,,2021-01-31,https://logo.clearbit.com/allianzinvestors.com
5705,5705,5705,Capital Goods,Homebuilding,PulteGroup Inc. Common Stock,PHM,1213232,14102551005.0,"PulteGroup, Inc.",0.1751,0.1314,0.189,0.16916999,0.10606,buy,2.2,35.77,6.073,0.8740000000000001,NYQ,1.455434,7.399,1.295,25.358,0.493,6.087799,2021-03-31,https://logo.clearbit.com/pultegroup.com
5706,5706,5706,Health Care,Managed Health Care,Phreesia Inc. Common Stock,PHR,164925,3349450939.0,"Phreesia, Inc.",-0.12156,-0.19657,0.446,-0.18955,-0.053639997,buy,1.8,2.482,8.921,9.481,NYQ,,-128.957,15.675999999999998,10.035,,-204.0588,2021-04-30,https://logo.clearbit.com/phreesia.com
