,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a,Setor,Subsetor,Nome,Ticker,Data_ultimo_balanco
740,RDCD3,35.16,15.07,14.74,7.936,"0,00%",0.925,21.14,13.4,22.7,14.25,14.26,"59,23%","52,65%",1.05,"6,97%","97,78%",0.0,1605520000.0,1.04,"12,16%",Serviços Financeiros Diversos,Serviços Financeiros Diversos,Redecard,RDCD3.SA,30/06/2012
741,BMGB11,33.6,15.11,1.21,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","8,00%",0.0,4052510000.0,0.0,"26,62%",Intermediários Financeiros,Bancos,BANCO BMG,BMGB11.SA,30/06/2021
742,MULT3,21.7,15.23,2.04,12.544,"2,10%",1.217,12.89,28.08,-5.19,32.48,22.58,"44,67%","82,33%",2.25,"4,90%","13,41%",146971000.0,6378840000.0,0.5,"-1,01%",Exploração de Imóveis,Exploração de Imóveis,Multiplan,MULT3.SA,30/06/2021
743,TMGC13,966.14,15.31,1.96,1.406,"0,00%",1.353,8.18,21.56,14.45,20.23,20.23,"6,52%","9,18%",1.69,"8,73%","12,83%",0.0,1167010000.0,0.05,"10,49%",Not found,Not found,TELEMIG CELULARG,TMGC13.SA,30/06/2009
744,BEMA3,10.8,15.32,1.22,1.293,"0,00%",0.808,3.18,14.34,11.45,14.43,8.11,"9,01%","8,44%",2.66,"6,96%","7,95%",0.0,457342000.0,0.19,"10,58%",Computadores e Equipamentos,Computadores e Equipamentos,Bematech,BEMA3.SA,30/09/2015
745,KLBN3,5.91,15.43,6.22,2.381,"0,00%",0.867,3.99,9.45,-1.75,14.8,10.6,"25,19%","16,32%",2.79,"12,62%","40,32%",1649730.0,5335410000.0,5.06,"14,42%",Madeira e Papel,Papel e Celulose,KLABIN,KLBN3.SA,30/06/2021
746,BRGE7,5.4,15.46,0.32,71.681,"7,94%",0.13,0.31,-0.91,0.69,2.65,2.66,"-7.864,51%","612,09%",3.25,"-28,83%","2,08%",0.0,1235180000.0,0.0,"-24,25%",Previdência e Seguros,Seguradoras,CONSORCIO ALFAC,BRGE7.SA,30/06/2021
747,VIVT3,44.19,15.6,1.09,1.718,"7,23%",0.657,87.94,13.5,-3.61,14.31,4.62,"12,73%","11,02%",1.04,"5,65%","6,97%",102689000.0,68769700000.0,0.19,"0,30%",Telecomunicações,Telecomunicações,TELEF BRASIL,VIVT3.SA,30/06/2021
748,HYPE3,35.46,15.63,2.34,4.582,"3,39%",1.211,8.28,16.27,-6.75,19.56,17.95,"28,17%","29,30%",1.93,"8,54%","14,98%",110405000.0,9589330000.0,0.69,"7,65%",Comércio e Distribuição,Medicamentos e Outros Produtos,HYPERA,HYPE3.SA,30/06/2021
749,ILMD3,29.0,15.73,2.63,0.683,"0,00%",1.395,5.7,14.13,7.53,13.13,13.13,"4,84%","4,92%",1.6,"12,52%","16,69%",0.0,658715000.0,0.02,"0,65%",Químicos,Fertilizantes e Defensivos,YARA BRASIL FERTILIZANTES S.A.,ILMD3.SA,30/09/2011
750,CTSA3,2.45,15.84,0.91,0.478,"0,00%",0.381,21.23,13.91,-2.86,23.82,14.49,"3,43%","3,01%",1.04,"3,46%","5,72%",224993.0,300760000.0,0.72,"7,69%","Tecidos, Vestuário e Calçados",Fios e Tecidos,SANTANENSE,CTSA3.SA,30/06/2021
751,CRTP5,62.1,15.98,1.71,1.748,"0,00%",1.127,3.98,14.09,5.88,12.48,12.48,"12,40%","10,94%",2.14,"12,36%","10,68%",0.0,1210570000.0,0.12,"10,11%",Not found,Not found,CELULAR CRT PARTICIPAÇÕES S/A,CRTP5.SA,31/12/2005
752,VIVT4,45.34,16.0,1.11,1.763,"0,88%",0.674,90.23,13.85,-3.7,14.66,4.73,"12,73%","11,02%",1.04,"5,65%","6,97%",0.0,68769700000.0,0.19,"0,30%",Telecomunicações,Telecomunicações,TELEF BRASIL,VIVT4.SA,30/06/2021
753,CARD3,20.72,16.04,2.81,1.785,"2,28%",1.611,45.82,10.99,-12.11,11.42,6.5,"16,25%","11,13%",1.14,"18,54%","17,50%",10642100.0,308638000.0,0.37,"0,64%",Serviços Diversos,Serviços Diversos,CSU CARDSYST,CARD3.SA,30/06/2021
754,BSLI4,21.9,16.18,3.7,0.0,"1,70%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","22,86%",10270.9,2149190000.0,0.0,"8,63%",Intermediários Financeiros,Bancos,BRB,BSLI4.SA,30/06/2021
755,PTBL3,14.28,16.22,5.47,1.301,"2,99%",1.117,23.52,8.56,-3.06,10.38,8.23,"15,19%","8,02%",1.12,"16,39%","33,74%",57785500.0,403103000.0,1.6,"11,61%",Construção e Engenharia,Produtos para Construção,PORTOBELLO S/A,PTBL3.SA,30/06/2021
756,ILMD4,30.0,16.28,2.72,0.707,"0,00%",1.443,5.89,14.62,7.79,13.62,13.62,"4,84%","4,92%",1.6,"12,52%","16,69%",0.0,658715000.0,0.02,"0,65%",Químicos,Fertilizantes e Defensivos,YARA BRASIL FERTILIZANTES S.A.,ILMD4.SA,30/09/2011
757,PRIO3,18.03,16.34,2.92,5.198,"0,00%",1.508,3.43,13.75,36.45,13.18,7.63,"37,80%","31,81%",6.1,"19,74%","17,88%",255056000.0,5421760000.0,0.71,"56,80%","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",PETRORIO,PRIO3.SA,30/06/2021
758,DURA4,31.39,16.35,2.22,2.182,"0,00%",1.224,17.24,10.12,-10.49,11.47,11.47,"21,56%","13,39%",1.27,"14,38%","13,59%",0.0,1789980000.0,0.52,"10,94%",Madeira e Papel,Madeira,DURATEX,DURA4.SA,30/06/2009
759,ODER4,190.0,16.54,6.63,3.404,"1,27%",3.87,8.81,21.95,12.06,22.59,20.85,"15,50%","20,57%",2.48,"19,93%","40,05%",0.0,323677000.0,0.25,"16,16%",Alimentos Processados,Alimentos Diversos,CONSERVAS ODERICH SA,ODER4.SA,30/06/2021
760,DURA3,31.9,16.62,2.26,2.218,"0,00%",1.244,17.52,10.29,-10.66,11.64,11.64,"21,56%","13,39%",1.27,"14,38%","13,59%",0.0,1789980000.0,0.52,"10,94%",Madeira e Papel,Madeira,DURATEX,DURA3.SA,30/06/2009
761,DPPI3,85.0,16.65,4.99,-1.453,"0,00%",3.753,8.7,190.72,9.75,177.18,177.18,"-0,76%","-5,04%",3.14,"3,00%","29,97%",0.0,545227000.0,0.06,"15,14%",Not found,Not found,IPIRANGA DISTRIBUIDORA,DPPI3.SA,31/03/2008
762,CXSE3,10.12,16.68,2.91,0.0,"0,00%",2.891,62.25,-516.7,62.36,-509.42,-509.7,"0,00%","0,00%",8.55,"-0,58%","17,44%",48273900.0,10436800000.0,0.0,"0,00%",Previdência e Seguros,Seguradoras,CAIXA SEGURI,CXSE3.SA,30/06/2021
763,CSAN3,22.53,16.85,4.09,2.232,"1,14%",0.535,4.54,15.22,-1.12,26.09,17.95,"14,66%","15,18%",1.95,"4,12%","24,28%",257527000.0,10315900000.0,3.75,"26,73%","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",COSAN SA INDUSTRIA E COMERCIO,CSAN3.SA,30/06/2021
764,FLRY3,24.2,16.88,4.38,2.12,"3,56%",1.446,-670.82,9.99,-3.68,12.3,8.35,"21,22%","12,56%",0.99,"17,34%","25,94%",41762000.0,1757010000.0,1.36,"10,56%",Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,FLEURY,FLRY3.SA,30/06/2021
765,GRND3,11.01,17.06,2.54,4.228,"6,00%",2.351,3.94,20.96,4.08,18.07,15.22,"20,17%","24,78%",11.61,"17,47%","14,91%",28633500.0,3903240000.0,0.02,"-1,00%","Tecidos, Vestuário e Calçados",Calçados,GRENDENE SA,GRND3.SA,30/06/2021
766,TIMP3,13.46,17.13,1.43,1.903,"0,00%",0.818,15.37,9.79,-3.78,9.72,3.77,"19,44%","11,11%",1.34,"9,67%","8,33%",0.0,22847800000.0,0.14,"2,29%",Telecomunicações,Telecomunicações,TIM PARTICIPAÇÕES S.A.,TIMP3.SA,30/06/2020
767,LCAM3,26.28,17.15,2.93,1.993,"1,38%",0.957,177.01,9.5,-2.03,13.06,9.59,"20,98%","11,62%",1.03,"13,50%","17,09%",86621600.0,4561340000.0,1.48,"66,02%",Diversos,Aluguel de carros,LOCAMERICA,LCAM3.SA,30/06/2021
768,WSON33,63.0,17.16,2.09,2.267,"7,72%",0.85,28.51,5.14,-1.89,7.8,7.8,"44,14%","13,58%",1.26,"18,36%","12,17%",2342570.0,2148530000.0,1.21,"5,23%",Transporte,Serviços de Apoio e Armazenagem,Wilson Sons,WSON33.SA,30/06/2021
769,BMTO4,7.57,17.27,2.07,0.0,"0,00%",2.03,0.0,-2625.16,0.0,-2624.05,-1477.48,"0,00%","0,00%",0.0,"0,00%","12,00%",0.0,1046320000.0,0.0,"0,00%",Not found,Not found,BRASMOTOR S.A,BMTO4.SA,30/09/2016
770,BFIT4,0.93,17.55,1.96,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","11,15%",0.0,1849420000.0,0.0,"35,67%",Not found,Not found,BANCO SUDAMERIS BRASIL SA,BFIT4.SA,31/03/2007
771,MDIA3,32.71,17.55,1.67,1.54,"1,70%",1.077,3.9,41.5,18.36,42.51,20.95,"3,71%","8,77%",2.97,"3,29%","9,54%",37416200.0,6620240000.0,0.28,"7,96%",Alimentos Processados,Alimentos Diversos,M.DIASBRANCO,MDIA3.SA,30/06/2021
772,MRSA5B,45.43,17.73,3.21,3.74,"1,51%",1.394,-24.97,13.06,-3.21,14.39,7.76,"28,63%","21,10%",0.7,"12,24%","18,12%",1176.25,4808900000.0,0.52,"2,88%",Transporte,Transporte Ferroviário,MRS LOGÍSTICA S/A MB,MRSA5B.SA,30/06/2021
773,MRSA5B,45.43,17.73,3.21,3.74,"1,51%",1.394,-24.97,13.06,-3.21,14.39,7.76,"28,63%","21,10%",0.7,"12,24%","18,12%",1176.25,4808900000.0,0.52,"2,88%",Transporte,Transporte Ferroviário,MRS LOGÍSTICA S/A MB,MRSA5B.SA,30/06/2021
774,BMTO3,7.82,17.84,2.14,0.0,"0,00%",2.097,0.0,-2711.85,0.0,-2710.74,-1526.3,"0,00%","0,00%",0.0,"0,00%","12,00%",0.0,1046320000.0,0.0,"0,00%",Not found,Not found,BRASMOTOR S.A,BMTO3.SA,30/09/2016
775,UCOP4,6.5,18.01,1.3,19.05,"0,00%",0.844,5.14,22.7,-8.61,24.17,41.56,"83,92%","110,51%",13.37,"3,91%","7,23%",0.0,972713000.0,0.16,"9,25%",Not found,Not found,USINA COSTA PINTO S/A AÇÚCAR E ÁLCOOL,UCOP4.SA,31/12/2012
776,BFIT3,0.98,18.49,2.06,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","11,15%",0.0,1849420000.0,0.0,"35,67%",Not found,Not found,BANCO SUDAMERIS BRASIL SA,BFIT3.SA,31/03/2007
777,B3SA3,14.2,18.57,3.83,8.422,"6,29%",1.756,11.81,13.18,-12.51,11.92,10.27,"63,92%","45,34%",1.59,"21,30%","20,64%",556304000.0,22692700000.0,0.44,"37,30%",Serviços Financeiros Diversos,Serviços Financeiros Diversos,B3,B3SA3.SA,30/06/2021
778,TMCP3,56.0,18.58,1.38,1.525,"0,00%",0.937,3.85,24.25,4.74,19.68,19.68,"6,29%","9,75%",2.3,"5,54%","7,44%",0.0,1798930000.0,0.03,"10,49%",Not found,Not found,TELEMIG CELULAR PARTICIPAÇÕES S.A.,TMCP3.SA,30/06/2009
779,FESA4,46.9,18.63,2.11,2.206,"2,43%",1.426,5.9,8.68,46.29,8.82,6.53,"25,41%","11,84%",3.16,"19,61%","11,32%",24628200.0,1963930000.0,0.23,"12,57%",Siderurgia e Metalurgia,Siderurgia,FERBASA,FESA4.SA,30/06/2021
780,ODPV3,12.83,18.68,6.27,3.822,"4,73%",3.374,-1030.62,11.71,-35.21,10.88,10.41,"32,64%","20,51%",0.99,"38,40%","33,56%",12998700.0,1087060000.0,0.0,"6,99%",Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,ODONTOPREV,ODPV3.SA,30/06/2021
781,LAME3,5.38,18.71,1.55,0.41,"3,96%",0.234,0.76,5.81,-8.23,8.39,4.21,"7,05%","1,79%",2.05,"7,43%","8,31%",42078100.0,6526520000.0,2.75,"8,16%",Comércio,Produtos Diversos,LOJAS AMERICANAS S.A.,LAME3.SA,30/06/2021
782,CEDO4,6.09,18.87,0.44,0.075,"0,00%",0.079,-1.45,1.12,-0.24,4.73,3.57,"6,72%","0,04%",0.9,"8,78%","2,36%",89906.7,136914000.0,1.58,"6,29%","Tecidos, Vestuário e Calçados",Fios e Tecidos,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4.SA,30/06/2021
783,SMLE3,92.82,18.88,21.91,6.635,"0,00%",6.477,-124.0,16.5,-42.31,16.32,13.2,"40,22%","35,14%",0.91,"46,17%","116,04%",0.0,524731000.0,0.0,"36,83%",Not found,Not found,SMILES,SMLE3.SA,30/06/2017
784,BRGE12,6.6,18.89,0.39,87.611,"0,01%",0.159,0.38,-1.11,0.84,2.44,2.45,"-7.864,51%","612,09%",3.25,"-28,83%","2,08%",1095.95,1235180000.0,0.0,"-24,25%",Previdência e Seguros,Seguradoras,CONSORCIO ALFAF,BRGE12.SA,30/06/2021
785,ABEV3,17.54,18.95,3.5,4.151,"2,79%",2.219,70.54,17.98,-23.74,17.23,13.0,"23,09%","22,42%",1.14,"16,68%","18,47%",426526000.0,78889800000.0,0.04,"8,58%",Bebidas,Cervejas e Refrigerantes,AMBEV S/A,ABEV3.SA,30/06/2021
786,SIMH3,14.9,19.12,4.68,1.113,"0,57%",0.364,1.14,6.65,-0.93,12.64,8.14,"16,74%","8,27%",3.05,"9,71%","24,50%",42634800.0,2627330000.0,8.83,"0,00%",Holdings Diversificadas,Holdings Diversificadas,SIMPAR,SIMH3.SA,30/06/2021
787,MYPK3,14.77,19.29,0.63,0.194,"0,00%",0.172,1.59,3.31,-0.73,9.17,4.94,"5,87%","1,84%",1.3,"6,76%","3,27%",22076800.0,3599250000.0,1.49,"10,98%",Automóveis e Motocicletas,Automóveis e Motocicletas,IOCHPE-MAXION,MYPK3.SA,30/06/2021
788,TMCP4,58.2,19.31,1.44,1.585,"0,00%",0.973,4.0,25.21,4.92,20.63,20.63,"6,29%","9,75%",2.3,"5,54%","7,44%",0.0,1798930000.0,0.03,"10,49%",Not found,Not found,TELEMIG CELULAR PARTICIPAÇÕES S.A.,TMCP4.SA,30/06/2009
789,LAME4,5.59,19.44,1.61,0.426,"3,81%",0.243,0.79,6.04,-8.55,8.62,4.32,"7,05%","1,79%",2.05,"7,43%","8,31%",205399000.0,6526520000.0,2.75,"8,16%",Comércio,Produtos Diversos,LOJAS AMERICANAS S.A.,LAME4.SA,30/06/2021
790,ENEV3,16.38,19.5,2.53,5.606,"0,00%",1.237,12.39,19.78,-3.51,25.16,16.6,"28,34%","28,73%",2.71,"7,19%","12,96%",74737900.0,8202370000.0,0.9,"12,08%",Energia Elétrica,Energia Elétrica,ENEVA,ENEV3.SA,30/06/2021
791,BRPR3,8.51,19.62,0.58,12.947,"2,31%",0.373,13.91,18.72,-1.34,27.3,27.15,"69,17%","65,97%",1.56,"2,13%","2,94%",19197200.0,7248930000.0,0.36,"-8,05%",Exploração de Imóveis,Exploração de Imóveis,BR PROPERTIES,BRPR3.SA,30/06/2021
792,INTB3,28.55,19.65,5.15,3.426,"0,58%",3.174,5.75,29.58,7.25,27.98,25.82,"11,58%","17,44%",3.08,"19,61%","26,23%",46801000.0,1815260000.0,0.23,"0,00%",Computadores e Equipamentos,Computadores e Equipamentos,INTELBRAS,INTB3.SA,30/06/2021
793,JOPA4,46.01,19.71,0.91,0.277,"2,05%",0.235,0.68,5.27,12.74,9.8,8.29,"5,25%","1,81%",2.05,"6,75%","4,62%",5136.59,534243000.0,1.98,"11,64%",Alimentos Processados,Alimentos Diversos,JOSAPAR S/A,JOPA4.SA,30/06/2021
794,EVEN3,8.35,19.81,1.01,0.845,"9,07%",0.316,0.73,5.14,1.35,2.6,2.52,"16,42%","6,26%",2.23,"8,09%","5,08%",14429900.0,1759430000.0,0.24,"7,74%",Construção Civil,Incorporações,Even,EVEN3.SA,30/06/2021
795,MTRE3,9.99,19.85,1.08,1.929,"4,48%",0.783,1.47,17.22,1.69,10.15,9.59,"11,20%","10,05%",3.67,"7,37%","5,42%",7191240.0,981456000.0,0.06,"85,16%",Construção Civil,Incorporações,MITRE REALTY,MTRE3.SA,30/06/2021
796,AUTM3,19.7,20.0,1.9,0.709,"0,00%",0.547,4.08,6.78,-2.42,8.22,8.99,"10,47%","4,31%",1.48,"11,93%","9,50%",0.0,1304250000.0,0.97,"28,21%",Material de Transporte,Material Rodoviário,AUTOMETAL,AUTM3.SA,30/06/2014
797,KEPL3,48.0,20.03,2.24,1.569,"3,57%",1.275,5.12,14.48,5.77,10.67,8.36,"10,84%","7,83%",1.62,"15,44%","11,19%",11779400.0,649707000.0,0.02,"12,54%",Máquinas e Equipamentos,Máq. e Equip. Industriais,KEPLER WEBER SA,KEPL3.SA,30/06/2021
798,AEDU11,37.35,20.13,1.13,1.405,"0,00%",0.732,5.77,13.93,-7.31,16.14,10.82,"10,08%","6,98%",2.04,"5,77%","5,60%",0.0,2415400000.0,0.3,"20,90%",Diversos,Serviços Educacionais,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES SA,AEDU11.SA,30/06/2014
799,EQPA5,7.8,20.42,4.84,2.64,"2,56%",1.381,6.03,11.05,-5.19,11.92,9.84,"23,90%","12,93%",2.04,"17,52%","23,69%",14690.5,3562880000.0,1.19,"6,65%",Energia Elétrica,Energia Elétrica,EQTL PARA,EQPA5.SA,30/06/2021
800,TECN3,2.63,20.43,0.64,0.677,"0,00%",0.331,0.74,3.54,2.85,3.97,5.05,"19,12%","3,31%",3.88,"12,16%","3,15%",12162100.0,321252000.0,0.42,"-5,13%","Tecidos, Vestuário e Calçados",Acessórios,TECHNOS,TECN3.SA,30/06/2021
801,PRNR3,8.38,20.44,1.42,1.04,"0,00%",0.925,2.92,19.61,4.08,18.63,8.09,"5,31%","5,42%",2.22,"6,17%","6,96%",2706470.0,228831000.0,0.24,"0,65%",Serviços Diversos,Serviços Diversos,PRINER,PRNR3.SA,30/06/2021
802,WEGE4,16.1,20.57,5.65,3.294,"0,00%",3.156,10.26,16.59,13.79,16.02,14.3,"19,86%","16,31%",1.89,"25,92%","27,45%",0.0,11966800000.0,0.13,"21,79%",Máquinas e Equipamentos,"Motores, Compressores e Outros",WEG SA,WEGE4.SA,30/06/2021
803,FESA3,52.0,20.66,2.34,2.446,"1,99%",1.581,6.54,9.63,51.33,9.77,7.23,"25,41%","11,84%",3.16,"19,61%","11,32%",26216.6,1963930000.0,0.23,"12,57%",Siderurgia e Metalurgia,Siderurgia,FERBASA,FESA3.SA,30/06/2021
804,BAUH4,88.99,20.87,4.78,2.474,"0,76%",3.151,215.04,57.96,-441.74,56.08,36.99,"4,27%","11,86%",1.05,"7,70%","22,92%",21206.1,97174000.0,0.0,"5,15%",Alimentos Processados,Carnes e Derivados,EXCELSIOR,BAUH4.SA,30/06/2021
805,BPAC5,6.63,21.2,2.17,0.0,"1,59%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","10,24%",340132.0,35043600000.0,0.0,"27,15%",Intermediários Financeiros,Bancos,BTGP BANCO,BPAC5.SA,30/06/2021
806,BRFS3,23.75,21.3,2.31,0.442,"0,00%",0.389,3.73,6.54,-1.04,11.72,6.22,"6,76%","2,07%",1.3,"9,62%","10,87%",123882000.0,8337030000.0,2.71,"6,34%",Alimentos Processados,Carnes e Derivados,BRF Foods,BRFS3.SA,30/06/2021
807,UGPA3,15.37,21.63,1.77,0.178,"4,16%",0.476,2.25,9.05,-2.08,15.21,8.97,"1,96%","0,86%",1.76,"7,81%","8,20%",136119000.0,9664740000.0,1.85,"4,59%","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",ULTRAPAR PARTICIPAÇÕES SA,UGPA3.SA,30/06/2021
808,VULC4,18.0,21.68,3.59,2.848,"0,00%",2.321,5.66,34.52,7.13,36.18,23.42,"8,25%","13,14%",2.53,"7,72%","16,56%",0.0,1232120000.0,0.31,"-0,53%","Tecidos, Vestuário e Calçados",Calçados,VULCABRAS S/A.,VULC4.SA,30/06/2021
809,GMAT3,7.61,21.7,2.81,1.17,"0,00%",1.92,3.67,18.62,4.94,18.14,14.65,"6,28%","5,40%",3.99,"14,97%","12,94%",37189200.0,5987410000.0,0.21,"0,00%",Comércio e Distribuição,Alimentos,GRUPO MATEUS,GMAT3.SA,30/06/2021
810,CEPE3,128.0,21.74,5.31,1.224,"0,00%",0.829,19.1,9.8,-1.39,14.93,11.2,"12,50%","5,63%",1.21,"9,37%","24,44%",0.0,1797000000.0,2.94,"11,80%",Energia Elétrica,Energia Elétrica,CELPE,CEPE3.SA,30/06/2021
811,RPAD6,5.44,21.85,0.45,0.0,"0,00%",0.446,43.17,-111.9,43.64,-108.73,-108.73,"0,00%","0,00%",4.26,"-0,40%","2,05%",3595.89,1028950000.0,0.0,"-6,94%",Intermediários Financeiros,Bancos,ALFA HOLDINGS,RPAD6.SA,30/06/2021
812,MNPR3,11.32,21.89,-0.22,0.281,"0,00%",0.323,-0.2,1.83,-0.16,1.84,1.59,"15,38%","1,29%",0.22,"18,65%","-0,99%",631280.0,-370928000.0,-0.0,"10,57%",Alimentos Processados,Carnes e Derivados,MINUPAR,MNPR3.SA,30/06/2021
813,SCAR3,36.0,22.14,1.33,5.955,"1,02%",0.694,6.17,9.54,-2.24,14.29,11.71,"62,44%","27,38%",3.15,"8,14%","6,00%",374105.0,1564770000.0,0.86,"-12,34%",Exploração de Imóveis,Exploração de Imóveis,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,SCAR3.SA,30/06/2021
814,CRTP3,86.5,22.26,2.38,2.435,"0,00%",1.57,5.55,19.63,8.19,18.02,18.02,"12,40%","10,94%",2.14,"12,36%","10,68%",0.0,1210570000.0,0.12,"10,11%",Not found,Not found,CELULAR CRT PARTICIPAÇÕES S/A,CRTP3.SA,31/12/2005
815,BSCT6,2.58,22.49,2.04,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","9,05%",0.0,212960000.0,0.0,"1,92%",Intermediários Financeiros,Bancos,BESC S.A.ANT,BSCT6.SA,30/06/2008
816,ELET5,80.5,22.62,1.68,4.644,"0,00%",0.697,5.19,-132.5,-2.28,-157.07,169.53,"-3,51%","20,67%",1.95,"-0,62%","7,42%",1485.2,75253600000.0,0.63,"-8,96%",Energia Elétrica,Energia Elétrica,ELETROBRÁS,ELET5.SA,30/06/2021
817,SOND5,38.5,22.62,1.72,1.391,"21,88%",1.198,3.96,27.37,6.95,21.25,14.0,"5,08%","6,15%",2.74,"6,04%","7,62%",3416.64,54910000.0,0.0,"5,16%",Construção e Engenharia,Engenharia Consultiva,SONDOTECNICA S/A.,SOND5.SA,30/06/2021
818,RSIP3,0.44,22.7,1.32,0.875,"0,00%",0.433,-10.98,9.53,-1.46,18.48,33.21,"9,17%","3,85%",0.9,"5,00%","5,80%",0.0,66914000.0,1.4,"15,13%",Agropecuária,Agricultura,RASIP AGRO PASTORIL,RSIP3.SA,31/03/2013
819,RSIP4,0.44,22.7,1.32,0.875,"0,00%",0.433,-10.98,9.53,-1.46,18.48,33.21,"9,17%","3,85%",0.9,"5,00%","5,80%",0.0,66914000.0,1.4,"15,13%",Agropecuária,Agricultura,RASIP AGRO PASTORIL,RSIP4.SA,31/03/2013
820,BSLI3,31.0,22.91,5.24,0.0,"1,09%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","22,86%",35258.9,2149190000.0,0.0,"8,63%",Intermediários Financeiros,Bancos,BRB,BSLI3.SA,30/06/2021
821,SOND6,39.0,22.91,1.75,1.409,"21,60%",1.213,4.01,27.73,7.04,21.6,14.23,"5,08%","6,15%",2.74,"6,04%","7,62%",2058.75,54910000.0,0.0,"5,16%",Construção e Engenharia,Engenharia Consultiva,SONDOTECNICA S/A.,SOND6.SA,30/06/2021
822,TVIT3,19.3,23.46,5.45,1.705,"0,00%",2.424,175.42,16.02,-12.72,17.14,17.14,"10,64%","7,27%",1.04,"17,58%","23,24%",0.0,314984000.0,0.56,"0,00%",Programas e Serviços,Programas e Serviços,TIVIT,TVIT3.SA,30/09/2010
823,SOJA3,14.6,23.55,3.18,2.895,"0,00%",1.725,3.55,18.07,4.08,17.54,17.2,"16,02%","12,29%",2.23,"12,45%","13,48%",6722430.0,538581000.0,0.25,"0,00%",Agropecuária,Agricultura,BOA SAFRA,SOJA3.SA,30/06/2021
824,MELK3,5.0,23.61,0.89,1.71,"0,13%",0.563,0.94,18.51,1.04,8.4,7.57,"9,24%","8,62%",3.08,"4,71%","3,79%",3357480.0,1163170000.0,0.06,"0,00%",Construção Civil,Incorporações,MELNICK,MELK3.SA,30/06/2021
825,SOND3,40.2,23.62,1.8,1.452,"19,05%",1.251,4.13,28.58,7.26,22.45,14.8,"5,08%","6,15%",2.74,"6,04%","7,62%",0.0,54910000.0,0.0,"5,16%",Construção e Engenharia,Engenharia Consultiva,SONDOTECNICA S/A.,SOND3.SA,30/06/2021
826,TMGC3,1500.0,23.77,3.05,2.182,"0,00%",2.101,12.7,33.47,22.43,32.14,32.14,"6,52%","9,18%",1.69,"8,73%","12,83%",0.0,1167010000.0,0.05,"10,49%",Not found,Not found,TELEMIG CELULAR,TMGC3.SA,30/06/2009
827,TSEP4,29.01,23.97,1.3,1.282,"0,00%",0.906,3.8,14.82,4.43,12.29,12.29,"8,65%","5,35%",1.88,"9,10%","5,43%",0.0,2047020000.0,0.0,"4,50%",Not found,Not found,TELE SUDESTE CELULAR PART SA,TSEP4.SA,31/12/2005
828,ELEK3,19.11,24.46,2.66,0.619,"0,34%",1.067,3.75,52.11,-110.34,65.77,26.15,"1,19%","2,53%",1.94,"2,52%","10,87%",0.0,226327000.0,0.99,"5,69%",Químicos,Petroquímicos,ELEKEIROZ S/A,ELEK3.SA,31/03/2020
829,MAGS3,62.45,24.49,3.13,2.217,"0,00%",2.12,4.9,15.02,6.65,14.19,14.19,"14,76%","8,91%",3.06,"18,74%","12,78%",0.0,848546000.0,0.13,"10,05%",Not found,Not found,MAGNESITA S/A,MAGS3.SA,31/12/2007
830,STBP11,14.4,24.8,1.13,2.114,"0,00%",0.55,2.7,13.06,-2.47,9.44,4.99,"16,19%","8,53%",3.28,"5,70%","4,57%",0.0,2192350000.0,0.19,"7,69%",Transporte,Serviços de Apoio e Armazenagem,SBPAR,STBP11.SA,30/06/2021
831,PTNT3,13.76,24.84,2.25,1.116,"0,00%",0.851,4.28,15.14,-45.17,17.62,10.88,"7,37%","6,22%",1.63,"7,97%","9,06%",596503.0,293883000.0,0.83,"6,64%","Tecidos, Vestuário e Calçados",Fios e Tecidos,PETTENATI,PTNT3.SA,31/03/2021
